0.000000	8.000000
0.000500	7.984013
0.001000	7.968058
0.001500	7.952134
0.002000	7.936243
0.002501	7.920383
0.003001	7.904555
0.003501	7.888758
0.004001	7.872993
0.004501	7.857260
0.005001	7.841558
0.005501	7.825887
0.006001	7.810248
0.006501	7.794640
0.007001	7.779063
0.007502	7.763518
0.008002	7.748003
0.008502	7.732519
0.009002	7.717067
0.009502	7.701645
0.010002	7.686254
0.010502	7.670894
0.011002	7.655564
0.011502	7.640265
0.012002	7.624997
0.012503	7.609759
0.013003	7.594552
0.013503	7.579375
0.014003	7.564228
0.014503	7.549112
0.015003	7.534026
0.015503	7.518970
0.016003	7.503944
0.016503	7.488948
0.017003	7.473982
0.017504	7.459046
0.018004	7.444140
0.018504	7.429264
0.019004	7.414417
0.019504	7.399600
0.020004	7.384813
0.020504	7.370055
0.021004	7.355326
0.021504	7.340628
0.022004	7.325958
0.022505	7.311318
0.023005	7.296707
0.023505	7.282125
0.024005	7.267573
0.024505	7.253049
0.025005	7.238555
0.025505	7.224089
0.026005	7.209652
0.026505	7.195245
0.027005	7.180866
0.027506	7.166515
0.028006	7.152194
0.028506	7.137901
0.029006	7.123636
0.029506	7.109401
0.030006	7.095193
0.030506	7.081014
0.031006	7.066863
0.031506	7.052741
0.032006	7.038647
0.032507	7.024581
0.033007	7.010543
0.033507	6.996533
0.034007	6.982551
0.034507	6.968597
0.035007	6.954671
0.035507	6.940773
0.036007	6.926902
0.036507	6.913060
0.037007	6.899245
0.037508	6.885457
0.038008	6.871697
0.038508	6.857965
0.039008	6.844260
0.039508	6.830582
0.040008	6.816932
0.040508	6.803309
0.041008	6.789713
0.041508	6.776145
0.042008	6.762603
0.042509	6.749089
0.043009	6.735602
0.043509	6.722141
0.044009	6.708708
0.044509	6.695301
0.045009	6.681921
0.045509	6.668568
0.046009	6.655241
0.046509	6.641942
0.047009	6.628668
0.047510	6.615422
0.048010	6.602201
0.048510	6.589008
0.049010	6.575840
0.049510	6.562699
0.050010	6.549584
0.050510	6.536495
0.051010	6.523433
0.051510	6.510396
0.052010	6.497386
0.052511	6.484402
0.053011	6.471443
0.053511	6.458511
0.054011	6.445604
0.054511	6.432723
0.055011	6.419868
0.055511	6.407038
0.056011	6.394235
0.056511	6.381456
0.057011	6.368704
0.057512	6.355976
0.058012	6.343275
0.058512	6.330598
0.059012	6.317947
0.059512	6.305321
0.060012	6.292721
0.060512	6.280145
0.061012	6.267595
0.061512	6.255070
0.062012	6.242570
0.062513	6.230095
0.063013	6.217644
0.063513	6.205219
0.064013	6.192819
0.064513	6.180443
0.065013	6.168092
0.065513	6.155766
0.066013	6.143464
0.066513	6.131187
0.067013	6.118934
0.067514	6.106706
0.068014	6.094502
0.068514	6.082323
0.069014	6.070168
0.069514	6.058038
0.070014	6.045931
0.070514	6.033849
0.071014	6.021791
0.071514	6.009757
0.072014	5.997747
0.072515	5.985761
0.073015	5.973799
0.073515	5.961861
0.074015	5.949947
0.074515	5.938057
0.075015	5.926190
0.075515	5.914347
0.076015	5.902528
0.076515	5.890732
0.077015	5.878960
0.077516	5.867212
0.078016	5.855487
0.078516	5.843785
0.079016	5.832107
0.079516	5.820452
0.080016	5.808820
0.080516	5.797212
0.081016	5.785627
0.081516	5.774065
0.082016	5.762526
0.082517	5.751010
0.083017	5.739517
0.083517	5.728048
0.084017	5.716601
0.084517	5.705177
0.085017	5.693775
0.085517	5.682397
0.086017	5.671041
0.086517	5.659708
0.087017	5.648398
0.087518	5.637110
0.088018	5.625845
0.088518	5.614602
0.089018	5.603382
0.089518	5.592184
0.090018	5.581009
0.090518	5.569856
0.091018	5.558725
0.091518	5.547616
0.092018	5.536530
0.092519	5.525466
0.093019	5.514424
0.093519	5.503404
0.094019	5.492406
0.094519	5.481430
0.095019	5.470475
0.095519	5.459543
0.096019	5.448633
0.096519	5.437744
0.097019	5.426878
0.097520	5.416032
0.098020	5.405209
0.098520	5.394407
0.099020	5.383627
0.099520	5.372868
0.100020	5.362131
0.100520	5.351416
0.101020	5.340721
0.101520	5.330048
0.102020	5.319397
0.102521	5.308767
0.103021	5.298158
0.103521	5.287570
0.104021	5.277003
0.104521	5.266457
0.105021	5.255933
0.105521	5.245429
0.106021	5.234947
0.106521	5.224486
0.107021	5.214045
0.107522	5.203625
0.108022	5.193226
0.108522	5.182848
0.109022	5.172491
0.109522	5.162154
0.110022	5.151838
0.110522	5.141542
0.111022	5.131268
0.111522	5.121013
0.112022	5.110779
0.112523	5.100566
0.113023	5.090373
0.113523	5.080200
0.114023	5.070048
0.114523	5.059916
0.115023	5.049804
0.115523	5.039713
0.116023	5.029642
0.116523	5.019590
0.117023	5.009559
0.117524	4.999548
0.118024	4.989557
0.118524	4.979586
0.119024	4.969635
0.119524	4.959703
0.120024	4.949792
0.120524	4.939900
0.121024	4.930028
0.121524	4.920176
0.122024	4.910344
0.122525	4.900531
0.123025	4.890738
0.123525	4.880964
0.124025	4.871210
0.124525	4.861475
0.125025	4.851760
0.125525	4.842064
0.126025	4.832388
0.126525	4.822731
0.127025	4.813093
0.127526	4.803475
0.128026	4.793875
0.128526	4.784295
0.129026	4.774734
0.129526	4.765192
0.130026	4.755670
0.130526	4.746166
0.131026	4.736681
0.131526	4.727215
0.132026	4.717769
0.132527	4.708341
0.133027	4.698931
0.133527	4.689541
0.134027	4.680169
0.134527	4.670817
0.135027	4.661482
0.135527	4.652167
0.136027	4.642870
0.136527	4.633592
0.137027	4.624332
0.137528	4.615091
0.138028	4.605868
0.138528	4.596664
0.139028	4.587478
0.139528	4.578310
0.140028	4.569161
0.140528	4.560030
0.141028	4.550917
0.141528	4.541822
0.142028	4.532746
0.142529	4.523688
0.143029	4.514648
0.143529	4.505625
0.144029	4.496621
0.144529	4.487635
0.145029	4.478667
0.145529	4.469717
0.146029	4.460785
0.146529	4.451870
0.147029	4.442974
0.147530	4.434095
0.148030	4.425234
0.148530	4.416390
0.149030	4.407565
0.149530	4.398757
0.150030	4.389966
0.150530	4.381193
0.151030	4.372438
0.151530	4.363700
0.152030	4.354980
0.152531	4.346277
0.153031	4.337591
0.153531	4.328923
0.154031	4.320272
0.154531	4.311638
0.155031	4.303022
0.155531	4.294423
0.156031	4.285841
0.156531	4.277276
0.157031	4.268728
0.157532	4.260197
0.158032	4.251684
0.158532	4.243187
0.159032	4.234708
0.159532	4.226245
0.160032	4.217799
0.160532	4.209371
0.161032	4.200959
0.161532	4.192563
0.162032	4.184185
0.162533	4.175823
0.163033	4.167478
0.163533	4.159150
0.164033	4.150838
0.164533	4.142543
0.165033	4.134265
0.165533	4.126003
0.166033	4.117757
0.166533	4.109529
0.167033	4.101316
0.167534	4.093120
0.168034	4.084940
0.168534	4.076777
0.169034	4.068630
0.169534	4.060499
0.170034	4.052385
0.170534	4.044286
0.171034	4.036204
0.171534	4.028138
0.172034	4.020088
0.172535	4.012055
0.173035	4.004037
0.173535	3.996035
0.174035	3.988050
0.174535	3.980080
0.175035	3.972126
0.175535	3.964188
0.176035	3.956266
0.176535	3.948360
0.177035	3.940470
0.177536	3.932595
0.178036	3.924736
0.178536	3.916893
0.179036	3.909065
0.179536	3.901254
0.180036	3.893457
0.180536	3.885677
0.181036	3.877911
0.181536	3.870162
0.182036	3.862428
0.182537	3.854709
0.183037	3.847006
0.183537	3.839318
0.184037	3.831645
0.184537	3.823988
0.185037	3.816346
0.185537	3.808720
0.186037	3.801108
0.186537	3.793512
0.187037	3.785931
0.187538	3.778366
0.188038	3.770815
0.188538	3.763279
0.189038	3.755759
0.189538	3.748253
0.190038	3.740763
0.190538	3.733287
0.191038	3.725827
0.191538	3.718381
0.192038	3.710950
0.192539	3.703534
0.193039	3.696133
0.193539	3.688747
0.194039	3.681375
0.194539	3.674018
0.195039	3.666676
0.195539	3.659348
0.196039	3.652036
0.196539	3.644737
0.197039	3.637454
0.197540	3.630185
0.198040	3.622930
0.198540	3.615690
0.199040	3.608464
0.199540	3.601253
0.200040	3.594057
0.200540	3.586874
0.201040	3.579706
0.201540	3.572552
0.202040	3.565413
0.202541	3.558288
0.203041	3.551177
0.203541	3.544080
0.204041	3.536998
0.204541	3.529930
0.205041	3.522875
0.205541	3.515835
0.206041	3.508809
0.206541	3.501797
0.207041	3.494799
0.207542	3.487815
0.208042	3.480845
0.208542	3.473889
0.209042	3.466947
