0.000000e+00 6.020594e+00 4.997546e+00 4.341089e-01 -1.500000e-03 -1.333333e-03 -2.628122e-05
1.041393e+00 6.019943e+00 4.997082e+00 4.343825e-01 -1.649950e-02 -1.466640e-02 -2.891025e-04
1.322219e+00 6.018206e+00 4.995847e+00 4.351120e-01 -3.149653e-02 -2.799817e-02 -5.519693e-04
1.491362e+00 6.015385e+00 4.993840e+00 4.362977e-01 -4.648883e-02 -4.132745e-02 -8.149231e-04
1.612784e+00 6.011481e+00 4.991063e+00 4.379397e-01 -6.147418e-02 -5.465306e-02 -1.078005e-03
1.707570e+00 6.006495e+00 4.987514e+00 4.400383e-01 -7.645033e-02 -6.797382e-02 -1.341258e-03
1.785330e+00 6.000432e+00 4.983197e+00 4.425937e-01 -9.141506e-02 -8.128854e-02 -1.604722e-03
1.851258e+00 5.993292e+00 4.978111e+00 4.456064e-01 -1.063662e-01 -9.459606e-02 -1.868439e-03
1.908485e+00 5.985081e+00 4.972258e+00 4.490770e-01 -1.213014e-01 -1.078952e-01 -2.132452e-03
1.959041e+00 5.975802e+00 4.965640e+00 4.530058e-01 -1.362187e-01 -1.211848e-01 -2.396802e-03
2.004321e+00 5.965460e+00 4.958259e+00 4.573935e-01 -1.511158e-01 -1.344637e-01 -2.661531e-03
2.045323e+00 5.954061e+00 4.950115e+00 4.622409e-01 -1.659906e-01 -1.477307e-01 -2.926683e-03
2.082785e+00 5.941609e+00 4.941213e+00 4.675487e-01 -1.808410e-01 -1.609848e-01 -3.192299e-03
2.117271e+00 5.928110e+00 4.931553e+00 4.733177e-01 -1.956648e-01 -1.742246e-01 -3.458423e-03
2.149219e+00 5.913573e+00 4.921138e+00 4.795488e-01 -2.104601e-01 -1.874492e-01 -3.725097e-03
2.178977e+00 5.898003e+00 4.909972e+00 4.862431e-01 -2.252248e-01 -2.006573e-01 -3.992365e-03
2.206826e+00 5.881408e+00 4.898056e+00 4.934016e-01 -2.399569e-01 -2.138480e-01 -4.260272e-03
2.232996e+00 5.863797e+00 4.885395e+00 5.010254e-01 -2.546545e-01 -2.270199e-01 -4.528860e-03
2.257679e+00 5.845177e+00 4.871991e+00 5.091158e-01 -2.693155e-01 -2.401722e-01 -4.798175e-03
2.281033e+00 5.825557e+00 4.857848e+00 5.176741e-01 -2.839382e-01 -2.533035e-01 -5.068261e-03
2.303196e+00 5.804948e+00 4.842969e+00 5.267016e-01 -2.985206e-01 -2.664130e-01 -5.339163e-03
2.324282e+00 5.783357e+00 4.827359e+00 5.361997e-01 -3.130609e-01 -2.794995e-01 -5.610928e-03
2.344392e+00 5.760796e+00 4.811021e+00 5.461701e-01 -3.275575e-01 -2.925619e-01 -5.883602e-03
2.363612e+00 5.737275e+00 4.793960e+00 5.566143e-01 -3.420084e-01 -3.055992e-01 -6.157231e-03
2.382017e+00 5.712804e+00 4.776179e+00 5.675341e-01 -3.564121e-01 -3.186104e-01 -6.431862e-03
2.399674e+00 5.687394e+00 4.757683e+00 5.789311e-01 -3.707669e-01 -3.315945e-01 -6.707544e-03
2.416641e+00 5.661057e+00 4.738478e+00 5.908073e-01 -3.850712e-01 -3.445504e-01 -6.984325e-03
2.432969e+00 5.633804e+00 4.718567e+00 6.031645e-01 -3.993234e-01 -3.574772e-01 -7.262252e-03
2.448706e+00 5.605647e+00 4.697956e+00 6.160049e-01 -4.135221e-01 -3.703739e-01 -7.541378e-03
2.463893e+00 5.576598e+00 4.676649e+00 6.293305e-01 -4.276657e-01 -3.832395e-01 -7.821750e-03
2.478566e+00 5.546670e+00 4.654652e+00 6.431436e-01 -4.417529e-01 -3.960730e-01 -8.103422e-03
2.492760e+00 5.515874e+00 4.631971e+00 6.574463e-01 -4.557823e-01 -4.088736e-01 -8.386443e-03
2.506505e+00 5.484225e+00 4.608610e+00 6.722412e-01 -4.697525e-01 -4.216403e-01 -8.670867e-03
2.519828e+00 5.451734e+00 4.584576e+00 6.875307e-01 -4.836624e-01 -4.343722e-01 -8.956748e-03
2.532754e+00 5.418414e+00 4.559873e+00 7.033172e-01 -4.975107e-01 -4.470685e-01 -9.244138e-03
2.545307e+00 5.384280e+00 4.534509e+00 7.196036e-01 -5.112962e-01 -4.597282e-01 -9.533094e-03
2.557507e+00 5.349344e+00 4.508489e+00 7.363926e-01 -5.250178e-01 -4.723505e-01 -9.823671e-03
2.569374e+00 5.313619e+00 4.481819e+00 7.536869e-01 -5.386744e-01 -4.849346e-01 -1.011593e-02
2.580925e+00 5.277120e+00 4.454506e+00 7.714896e-01 -5.522650e-01 -4.974796e-01 -1.040992e-02
2.592177e+00 5.239860e+00 4.426555e+00 7.898037e-01 -5.657887e-01 -5.099848e-01 -1.070570e-02
2.603144e+00 5.201853e+00 4.397973e+00 8.086323e-01 -5.792444e-01 -5.224494e-01 -1.100335e-02
2.613842e+00 5.163112e+00 4.368766e+00 8.279788e-01 -5.926314e-01 -5.348726e-01 -1.130290e-02
2.624282e+00 5.123651e+00 4.338942e+00 8.478464e-01 -6.059488e-01 -5.472536e-01 -1.160444e-02
2.634477e+00 5.083484e+00 4.308506e+00 8.68238e-01 -6.191957e-01 -5.595917e-01 -1.190802e-02
2.644439e+00 5.042625e+00 4.277467e+00 8.891593e-01 -6.323715e-01 -5.718863e-01 -1.221370e-02
2.654177e+00 5.001088e+00 4.245829e+00 9.106117e-01 -6.454755e-01 -5.841366e-01 -1.252156e-02
2.663701e+00 4.958886e+00 4.213601e+00 9.326000e-01 -6.585070e-01 -5.963419e-01 -1.283166e-02
2.673021e+00 4.916034e+00 4.180789e+00 9.551279e-01 -6.714654e-01 -6.085017e-01 -1.314407e-02
2.682145e+00 4.872545e+00 4.147401e+00 9.781995e-01 -6.843501e-01 -6.206151e-01 -1.345886e-02
2.691081e+00 4.828433e+00 4.113443e+00 1.001819e+00 -6.971606e-01 -6.326817e-01 -1.377610e-02
2.699838e+00 4.783711e+00 4.078923e+00 1.025991e+00 -7.098965e-01 -6.447009e-01 -1.409586e-02
