-5.000000  0.000000 -0.000000
-4.875000 -0.125000 -0.173075
-4.750000 -0.250000 -0.191869
-4.625000 -0.375000 -0.392303
-4.500000 -0.500000 -0.551737
-4.375000 -0.625000 -0.524151
-4.250000 -0.750000 -0.828489
-4.125000 -0.875000 -0.941543
-4.000000  0.000000  0.000000
-3.875000  0.875000  0.941543
-3.750000  0.750000  0.828489
-3.625000  0.625000  0.524151
-3.500000  0.500000  0.551737
-3.375000  0.375000  0.392303
-3.250000  0.250000  0.191869
-3.125000  0.125000  0.173075
-3.000000  0.000000 -0.000000
-2.875000 -0.125000 -0.173075
-2.750000 -0.250000 -0.191869
-2.625000 -0.375000 -0.392303
-2.500000 -0.500000 -0.551737
-2.375000 -0.625000 -0.524151
-2.250000 -0.750000 -0.828489
-2.125000 -0.875000 -0.941543
-2.000000  0.000000  0.000000
-1.875000  0.875000  0.941543
-1.750000  0.750000  0.828489
-1.625000  0.625000  0.524151
-1.500000  0.500000  0.551737
-1.375000  0.375000  0.392303
-1.250000  0.250000  0.191869
-1.125000  0.125000  0.173075
-1.000000  0.000000 -0.000000
-0.875000 -0.125000 -0.173075
-0.750000 -0.250000 -0.191869
-0.625000 -0.375000 -0.392303
-0.500000 -0.500000 -0.551737
-0.375000 -0.625000 -0.524151
-0.250000 -0.750000 -0.828489
-0.125000 -0.875000 -0.941543
 0.000000  0.000000  0.000000
 0.125000  0.875000  0.941543
 0.250000  0.750000  0.828489
 0.375000  0.625000  0.524151
 0.500000  0.500000  0.551737
 0.625000  0.375000  0.392303
 0.750000  0.250000  0.191869
 0.875000  0.125000  0.173075
 1.000000  0.000000  0.000000
 1.125000 -0.125000 -0.173075
 1.250000 -0.250000 -0.191869
 1.375000 -0.375000 -0.392303
 1.500000 -0.500000 -0.551737
 1.625000 -0.625000 -0.524151
 1.750000 -0.750000 -0.828489
 1.875000 -0.875000 -0.941543
 2.000000  0.000000 -0.000000
 2.125000  0.875000  0.941543
 2.250000  0.750000  0.828489
 2.375000  0.625000  0.524151
 2.500000  0.500000  0.551737
 2.625000  0.375000  0.392303
 2.750000  0.250000  0.191869
 2.875000  0.125000  0.173075
 3.000000  0.000000  0.000000
 3.125000 -0.125000 -0.173075
 3.250000 -0.250000 -0.191869
 3.375000 -0.375000 -0.392303
 3.500000 -0.500000 -0.551737
 3.625000 -0.625000 -0.524151
 3.750000 -0.750000 -0.828489
 3.875000 -0.875000 -0.941543
 4.000000  0.000000 -0.000000
 4.125000  0.875000  0.941543
 4.250000  0.750000  0.828489
 4.375000  0.625000  0.524151
 4.500000  0.500000  0.551737
 4.625000  0.375000  0.392303
 4.750000  0.250000  0.191869
 4.875000  0.125000  0.173075
 5.000000  0.000000  0.000000
