0.000000 3.000000 180.000000
0.100000 2.985112 157.100673
0.200000 2.941742 134.312600
0.300000 2.873479 111.734554
0.400000 2.785430 89.443655
0.500000 2.683282 67.491280
0.600000 2.572479 45.903840
0.700000 2.457696 24.686843
0.800000 2.342606 3.830321
0.900000 2.229882 -16.685817
1.000000 2.121320 -36.887339
1.100000 2.018018 -56.802383
1.200000 1.920553 -76.459235
1.300000 1.829132 -95.884948
1.400000 1.743715 -115.104596
1.500000 1.664101 -134.140940
1.600000 1.589997 -153.014358
1.700000 1.521060 -171.742931
1.800000 1.456929 169.657395
1.900000 1.397239 151.172597
2.000000 1.341641 132.790374
2.100000 1.289801 114.499934
2.200000 1.241409 96.291810
2.300000 1.196178 78.157687
2.400000 1.153846 60.090252
2.500000 1.114172 42.083063
2.600000 1.076937 24.130431
2.700000 1.041943 6.227323
2.800000 1.009009 -11.630724
2.900000 0.977972 -29.447676
3.000000 0.948683 -47.227067
3.100000 0.921008 -64.972053
3.200000 0.894825 -82.685459
3.300000 0.870022 -100.369818
3.400000 0.846499 -118.027411
3.500000 0.824163 -135.660289
3.600000 0.802932 -153.270308
3.700000 0.782727 -170.859145
3.800000 0.763480 171.571676
3.900000 0.745126 154.020774
4.000000 0.727607 136.486889
4.100000 0.710869 118.968873
4.200000 0.694862 101.465676
4.300000 0.679540 83.976337
4.400000 0.664863 66.499976
4.500000 0.650791 49.035784
4.600000 0.637289 31.583016
4.700000 0.624323 14.140987
4.800000 0.611863 -3.290936
4.900000 0.599880 -20.713338
5.000000 0.588348 -38.126760
5.100000 0.577243 -55.531704
5.200000 0.566542 -72.928633
5.300000 0.556224 -90.317982
5.400000 0.546268 -107.700151
5.500000 0.536656 -125.075515
5.600000 0.527372 -142.444424
5.700000 0.518398 -159.807203
5.800000 0.509721 -177.164156
5.900000 0.501325 165.484430
6.000000 0.493197 148.138291
6.100000 0.485325 130.797175
6.200000 0.477697 113.460848
6.300000 0.470303 96.129090
6.400000 0.463131 78.801692
6.500000 0.456172 61.478462
6.600000 0.449416 44.159214
6.700000 0.442856 26.843776
6.800000 0.436482 9.531984
6.900000 0.430287 -7.776315
7.000000 0.424264 -25.081267
7.100000 0.418406 -42.383011
7.200000 0.412705 -59.681675
7.300000 0.407156 -76.977383
7.400000 0.401754 -94.270253
7.500000 0.396491 -111.560396
7.600000 0.391364 -128.847915
7.700000 0.386366 -146.132912
7.800000 0.381493 -163.415481
7.900000 0.376741 179.304288
8.000000 0.372104 162.026308
8.100000 0.367580 144.750499
8.200000 0.363163 127.476781
8.300000 0.358851 110.205082
8.400000 0.354639 92.935331
8.500000 0.350524 75.667459
8.600000 0.346503 58.401403
8.700000 0.342572 41.137101
8.800000 0.338729 23.874495
8.900000 0.334971 6.613527
9.000000 0.331295 -10.645855
9.100000 0.327698 -27.903703
9.200000 0.324178 -45.160067
9.300000 0.320732 -62.414992
9.400000 0.317358 -79.668526
9.500000 0.314054 -96.920710
9.600000 0.310818 -114.171587
9.700000 0.307648 -131.421196
9.800000 0.304541 -148.669576
9.900000 0.301496 -165.916763
10.000000 0.298511 176.837208
