t	y
4.107	20.204325
4.108	20.208549
4.109	20.212772
4.110	20.216995
4.111	20.221218
4.112	20.225441
4.113	20.229663
4.114	20.233885
4.115	20.238107
4.116	20.242329
4.117	20.246551
4.118	20.250772
4.119	20.254993
4.120	20.259214
4.121	20.263435
4.122	20.267655
4.123	20.271876
4.124	20.276096
4.125	20.280315
4.126	20.284535
4.127	20.288754
4.128	20.292973
4.129	20.297192
4.130	20.301411
4.131	20.305629
4.132	20.309848
4.133	20.314066
4.134	20.318284
4.135	20.322501
4.136	20.326719
4.137	20.330936
4.138	20.335153
4.139	20.339369
4.140	20.343586
4.141	20.347802
4.142	20.352018
4.143	20.356234
4.144	20.360450
4.145	20.364665
4.146	20.368881
4.147	20.373096
4.148	20.377310
4.149	20.381525
4.150	20.385739
4.151	20.389954
4.152	20.394167
4.153	20.398381
4.154	20.402595
4.155	20.406808
4.156	20.411021
4.157	20.415234
4.158	20.419447
4.159	20.423659
4.160	20.427871
4.161	20.432083
4.162	20.436295
4.163	20.440507
4.164	20.444718
4.165	20.448929
4.166	20.453140
4.167	20.457351
4.168	20.461562
4.169	20.465772
4.170	20.469982
4.171	20.474192
4.172	20.478402
4.173	20.482611
4.174	20.486820
4.175	20.491029
4.176	20.495238
4.177	20.499447
4.178	20.503655
4.179	20.507864
4.180	20.512072
4.181	20.516280
4.182	20.520487
4.183	20.524695
4.184	20.528902
4.185	20.533109
4.186	20.537316
4.187	20.541522
4.188	20.545729
4.189	20.549935
4.190	20.554141
4.191	20.558346
4.192	20.562552
4.193	20.566757
4.194	20.570962
4.195	20.575167
4.196	20.579372
4.197	20.583577
4.198	20.587781
4.199	20.591985
4.200	20.596189
4.201	20.600393
4.202	20.604596
4.203	20.608799
4.204	20.613003
4.205	20.617205
4.206	20.621408
4.207	20.625611
4.208	20.629813
4.209	20.634015
4.210	20.638217
4.211	20.642419
4.212	20.646620
4.213	20.650821
4.214	20.655022
4.215	20.659223
4.216	20.663424
4.217	20.667624
4.218	20.671825
4.219	20.676025
4.220	20.680225
4.221	20.684424
4.222	20.688624
4.223	20.692823
4.224	20.697022
4.225	20.701221
4.226	20.705420
4.227	20.709618
4.228	20.713817
4.229	20.718015
4.230	20.722213
4.231	20.726410
4.232	20.730608
4.233	20.734805
4.234	20.739002
4.235	20.743199
4.236	20.747396
4.237	20.751592
4.238	20.755788
4.239	20.759985
4.240	20.764181
4.241	20.768376
4.242	20.772572
4.243	20.776767
4.244	20.780962
4.245	20.785157
4.246	20.789352
4.247	20.793546
4.248	20.797741
4.249	20.801935
4.250	20.806129
4.251	20.810323
4.252	20.814516
4.253	20.818710
4.254	20.822903
4.255	20.827096
4.256	20.831289
4.257	20.835481
4.258	20.839674
4.259	20.843866
4.260	20.848058
4.261	20.852250
4.262	20.856442
4.263	20.860633
4.264	20.864824
4.265	20.869015
4.266	20.873206
4.267	20.877397
4.268	20.881587
4.269	20.885778
4.270	20.889968
4.271	20.894158
4.272	20.898348
4.273	20.902537
4.274	20.906726
4.275	20.910916
4.276	20.915105
4.277	20.919293
4.278	20.923482
4.279	20.927670
4.280	20.931859
4.281	20.936047
4.282	20.940235
4.283	20.944422
4.284	20.948610
4.285	20.952797
4.286	20.956984
4.287	20.961171
4.288	20.965358
4.289	20.969544
4.290	20.973731
4.291	20.977917
4.292	20.982103
4.293	20.986289
4.294	20.990474
4.295	20.994660
4.296	20.998845
4.297	21.003030
4.298	21.007215
4.299	21.011400
4.300	21.015584
4.301	21.019768
4.302	21.023953
4.303	21.028137
4.304	21.032320
4.305	21.036504
4.306	21.040687
4.307	21.044871
4.308	21.049054
4.309	21.053236
4.310	21.057419
4.311	21.061602
4.312	21.065784
4.313	21.069966
4.314	21.074148
4.315	21.078330
4.316	21.082511
4.317	21.086693
4.318	21.090874
4.319	21.095055
4.320	21.099236
4.321	21.103417
4.322	21.107597
4.323	21.111777
4.324	21.115957
4.325	21.120137
4.326	21.124317
4.327	21.128497
4.328	21.132676
4.329	21.136855
4.330	21.141034
4.331	21.145213
4.332	21.149392
4.333	21.153571
4.334	21.157749
4.335	21.161927
4.336	21.166105
4.337	21.170283
4.338	21.174460
4.339	21.178638
4.340	21.182815
4.341	21.186992
4.342	21.191169
4.343	21.195346
4.344	21.199523
4.345	21.203699
4.346	21.207875
4.347	21.212051
4.348	21.216227
4.349	21.220403
4.350	21.224578
4.351	21.228754
4.352	21.232929
4.353	21.237104
4.354	21.241279
4.355	21.245453
4.356	21.249628
4.357	21.253802
4.358	21.257976
4.359	21.262150
4.360	21.266324
4.361	21.270497
4.362	21.274671
4.363	21.278844
4.364	21.283017
4.365	21.287190
4.366	21.291363
4.367	21.295535
4.368	21.299708
4.369	21.303880
4.370	21.308052
4.371	21.312224
4.372	21.316395
4.373	21.320567
4.374	21.324738
4.375	21.328909
4.376	21.333080
4.377	21.337251
4.378	21.341422
4.379	21.345592
4.380	21.349763
4.381	21.353933
4.382	21.358103
4.383	21.362273
4.384	21.366442
4.385	21.370612
4.386	21.374781
4.387	21.378950
4.388	21.383119
4.389	21.387288
4.390	21.391457
4.391	21.395625
4.392	21.399793
4.393	21.403961
4.394	21.408129
4.395	21.412297
4.396	21.416465
4.397	21.420632
4.398	21.424800
4.399	21.428967
4.400	21.433134
4.401	21.437300
4.402	21.441467
4.403	21.445633
4.404	21.449800
4.405	21.453966
4.406	21.458132
4.407	21.462298
4.408	21.466463
4.409	21.470629
4.410	21.474794
4.411	21.478959
4.412	21.483124
4.413	21.487289
4.414	21.491454
4.415	21.495618
4.416	21.499782
4.417	21.503946
4.418	21.508110
4.419	21.512274
4.420	21.516438
4.421	21.520601
4.422	21.524765
4.423	21.528928
4.424	21.533091
4.425	21.537254
4.426	21.541416
4.427	21.545579
4.428	21.549741
4.429	21.553903
4.430	21.558065
4.431	21.562227
4.432	21.566389
4.433	21.570550
4.434	21.574712
4.435	21.578873
4.436	21.583034
4.437	21.587195
4.438	21.591356
4.439	21.595516
4.440	21.599677
4.441	21.603837
4.442	21.607997
4.443	21.612157
4.444	21.616317
4.445	21.620476
4.446	21.624636
4.447	21.628795
4.448	21.632954
4.449	21.637113
4.450	21.641272
4.451	21.645430
4.452	21.649589
4.453	21.653747
4.454	21.657905
4.455	21.662063
4.456	21.666221
4.457	21.670379
4.458	21.674537
4.459	21.678694
4.460	21.682851
4.461	21.687008
4.462	21.691165
4.463	21.695322
4.464	21.699479
4.465	21.703635
4.466	21.707791
4.467	21.711947
4.468	21.716103
4.469	21.720259
4.470	21.724415
4.471	21.728570
4.472	21.732726
4.473	21.736881
4.474	21.741036
4.475	21.745191
4.476	21.749346
4.477	21.753500
4.478	21.757655
4.479	21.761809
4.480	21.765963
4.481	21.770117
4.482	21.774271
4.483	21.778424
4.484	21.782578
4.485	21.786731
4.486	21.790884
4.487	21.795037
4.488	21.799190
4.489	21.803343
4.490	21.807496
4.491	21.811648
4.492	21.815800
4.493	21.819952
4.494	21.824104
4.495	21.828256
4.496	21.832408
4.497	21.836559
4.498	21.840711
4.499	21.844862
4.500	21.849013
4.501	21.853164
4.502	21.857315
4.503	21.861465
4.504	21.865616
4.505	21.869766
4.506	21.873916
4.507	21.878066
4.508	21.882216
4.509	21.886366
4.510	21.890515
4.511	21.894665
4.512	21.898814
4.513	21.902963
4.514	21.907112
4.515	21.911261
4.516	21.915410
4.517	21.919558
4.518	21.923707
4.519	21.927855
4.520	21.932003
4.521	21.936151
4.522	21.940299
4.523	21.944446
4.524	21.948594
4.525	21.952741
4.526	21.956888
4.527	21.961035
4.528	21.965182
4.529	21.969329
4.530	21.973475
4.531	21.977622
4.532	21.981768
4.533	21.985914
4.534	21.990060
4.535	21.994206
4.536	21.998352
4.537	22.002498
4.538	22.006643
4.539	22.010788
4.540	22.014933
4.541	22.019078
4.542	22.023223
4.543	22.027368
4.544	22.031512
4.545	22.035657
4.546	22.039801
4.547	22.043945
4.548	22.048089
4.549	22.052233
4.550	22.056377
4.551	22.060520
4.552	22.064664
4.553	22.068807
4.554	22.072950
4.555	22.077093
4.556	22.081236
4.557	22.085379
4.558	22.089521
4.559	22.093664
4.560	22.097806
4.561	22.101948
4.562	22.106090
4.563	22.110232
4.564	22.114374
4.565	22.118515
4.566	22.122656
4.567	22.126798
4.568	22.130939
4.569	22.135080
4.570	22.139221
4.571	22.143361
4.572	22.147502
4.573	22.151642
4.574	22.155783
4.575	22.159923
4.576	22.164063
4.577	22.168203
4.578	22.172342
4.579	22.176482
4.580	22.180622
4.581	22.184761
4.582	22.188900
4.583	22.193039
4.584	22.197178
4.585	22.201317
4.586	22.205455
4.587	22.209594
4.588	22.213732
4.589	22.217870
4.590	22.222008
4.591	22.226146
4.592	22.230284
4.593	22.234422
4.594	22.238559
4.595	22.242697
4.596	22.246834
4.597	22.250971
4.598	22.255108
4.599	22.259245
4.600	22.263381
4.601	22.267518
4.602	22.271654
4.603	22.275791
4.604	22.279927
4.605	22.284063
4.606	22.288199
4.607	22.292334
4.608	22.296470
4.609	22.300605
4.610	22.304741
4.611	22.308876
4.612	22.313011
4.613	22.317146
4.614	22.321281
4.615	22.325415
4.616	22.329550
4.617	22.333684
4.618	22.337819
4.619	22.341953
4.620	22.346087
4.621	22.350220
4.622	22.354354
4.623	22.358488
4.624	22.362621
4.625	22.366755
4.626	22.370888
4.627	22.375021
4.628	22.379154
4.629	22.383286
4.630	22.387419
4.631	22.391552
4.632	22.395684
4.633	22.399816
4.634	22.403948
4.635	22.408080
4.636	22.412212
4.637	22.416344
4.638	22.420475
4.639	22.424607
4.640	22.428738
4.641	22.432869
4.642	22.437001
4.643	22.441131
4.644	22.445262
4.645	22.449393
4.646	22.453523
4.647	22.457654
4.648	22.461784
4.649	22.465914
4.650	22.470044
4.651	22.474174
4.652	22.478304
4.653	22.482434
4.654	22.486563
4.655	22.490693
4.656	22.494822
4.657	22.498951
4.658	22.503080
4.659	22.507209
4.660	22.511337
4.661	22.515466
4.662	22.519595
4.663	22.523723
4.664	22.527851
4.665	22.531979
4.666	22.536107
4.667	22.540235
4.668	22.544363
4.669	22.548490
4.670	22.552618
4.671	22.556745
4.672	22.560872
4.673	22.564999
4.674	22.569126
4.675	22.573253
4.676	22.577380
4.677	22.581506
4.678	22.585633
4.679	22.589759
4.680	22.593885
4.681	22.598011
4.682	22.602137
4.683	22.606263
4.684	22.610389
4.685	22.614514
4.686	22.618640
4.687	22.622765
4.688	22.626890
4.689	22.631015
4.690	22.635140
4.691	22.639265
4.692	22.643389
4.693	22.647514
4.694	22.651638
4.695	22.655763
4.696	22.659887
4.697	22.664011
4.698	22.668135
4.699	22.672259
4.700	22.676382
4.701	22.680506
4.702	22.684629
4.703	22.688753
4.704	22.692876
4.705	22.696999
4.706	22.701122
4.707	22.705245
4.708	22.709367
4.709	22.713490
4.710	22.717612
4.711	22.721735
4.712	22.725857
4.713	22.729979
4.714	22.734101
4.715	22.738223
4.716	22.742345
4.717	22.746466
4.718	22.750588
4.719	22.754709
4.720	22.758830
4.721	22.762951
4.722	22.767072
4.723	22.771193
4.724	22.775314
4.725	22.779434
4.726	22.783555
4.727	22.787675
4.728	22.791796
4.729	22.795916
4.730	22.800036
4.731	22.804156
4.732	22.808276
4.733	22.812395
4.734	22.816515
4.735	22.820634
4.736	22.824753
4.737	22.828873
4.738	22.832992
4.739	22.837111
4.740	22.841229
4.741	22.845348
4.742	22.849467
4.743	22.853585
4.744	22.857704
4.745	22.861822
4.746	22.865940
4.747	22.870058
4.748	22.874176
4.749	22.878294
4.750	22.882411
4.751	22.886529
4.752	22.890646
4.753	22.894764
4.754	22.898881
4.755	22.902998
4.756	22.907115
4.757	22.911232
4.758	22.915348
4.759	22.919465
4.760	22.923581
4.761	22.927698
4.762	22.931814
4.763	22.935930
4.764	22.940046
4.765	22.944162
4.766	22.948278
4.767	22.952393
4.768	22.956509
4.769	22.960624
4.770	22.964740
4.771	22.968855
4.772	22.972970
4.773	22.977085
4.774	22.981200
4.775	22.985315
4.776	22.989429
4.777	22.993544
4.778	22.997658
4.779	23.001772
4.780	23.005887
4.781	23.010001
4.782	23.014115
4.783	23.018228
4.784	23.022342
4.785	23.026456
4.786	23.030569
4.787	23.034683
4.788	23.038796
4.789	23.042909
4.790	23.047022
4.791	23.051135
4.792	23.055248
4.793	23.059360
4.794	23.063473
4.795	23.067585
4.796	23.071698
4.797	23.075810
4.798	23.079922
4.799	23.084034
4.800	23.088146
4.801	23.092258
4.802	23.096370
4.803	23.100481
4.804	23.104593
4.805	23.108704
4.806	23.112815
4.807	23.116926
4.808	23.121037
4.809	23.125148
4.810	23.129259
4.811	23.133370
4.812	23.137480
4.813	23.141591
4.814	23.145701
4.815	23.149811
4.816	23.153922
4.817	23.158032
4.818	23.162141
4.819	23.166251
4.820	23.170361
4.821	23.174471
4.822	23.178580
4.823	23.182689
4.824	23.186799
4.825	23.190908
4.826	23.195017
4.827	23.199126
4.828	23.203235
4.829	23.207343
4.830	23.211452
4.831	23.215560
4.832	23.219669
4.833	23.223777
4.834	23.227885
4.835	23.231993
4.836	23.236101
4.837	23.240209
4.838	23.244317
4.839	23.248424
4.840	23.252532
4.841	23.256639
4.842	23.260747
4.843	23.264854
4.844	23.268961
4.845	23.273068
4.846	23.277175
4.847	23.281282
4.848	23.285388
4.849	23.289495
4.850	23.293601
4.851	23.297708
4.852	23.301814
4.853	23.305920
4.854	23.310026
4.855	23.314132
4.856	23.318238
4.857	23.322344
4.858	23.326449
4.859	23.330555
4.860	23.334660
4.861	23.338765
4.862	23.342870
4.863	23.346976
4.864	23.351081
4.865	23.355185
4.866	23.359290
4.867	23.363395
4.868	23.367499
4.869	23.371604
4.870	23.375708
4.871	23.379812
4.872	23.383917
4.873	23.388021
4.874	23.392124
4.875	23.396228
4.876	23.400332
4.877	23.404436
4.878	23.408539
4.879	23.412643
4.880	23.416746
4.881	23.420849
4.882	23.424952
4.883	23.429055
4.884	23.433158
4.885	23.437261
4.886	23.441364
4.887	23.445466
4.888	23.449569
4.889	23.453671
4.890	23.457773
4.891	23.461875
4.892	23.465978
4.893	23.470079
4.894	23.474181
4.895	23.478283
4.896	23.482385
4.897	23.486486
4.898	23.490588
4.899	23.494689
4.900	23.498790
4.901	23.502892
4.902	23.506993
4.903	23.511094
4.904	23.515194
4.905	23.519295
4.906	23.523396
4.907	23.527496
4.908	23.531597
4.909	23.535697
4.910	23.539797
4.911	23.543898
4.912	23.547998
4.913	23.552098
4.914	23.556198
4.915	23.560297
4.916	23.564397
4.917	23.568496
4.918	23.572596
4.919	23.576695
4.920	23.580795
4.921	23.584894
4.922	23.588993
4.923	23.593092
4.924	23.597191
4.925	23.601289
4.926	23.605388
4.927	23.609487
4.928	23.613585
4.929	23.617683
4.930	23.621782
4.931	23.625880
4.932	23.629978
4.933	23.634076
4.934	23.638174
4.935	23.642272
4.936	23.646369
4.937	23.650467
4.938	23.654564
4.939	23.658662
4.940	23.662759
4.941	23.666856
4.942	23.670953
4.943	23.675050
4.944	23.679147
4.945	23.683244
4.946	23.687341
4.947	23.691437
4.948	23.695534
4.949	23.699630
4.950	23.703726
4.951	23.707823
4.952	23.711919
4.953	23.716015
4.954	23.720111
4.955	23.724207
4.956	23.728302
4.957	23.732398
4.958	23.736494
4.959	23.740589
4.960	23.744684
4.961	23.748780
4.962	23.752875
4.963	23.756970
4.964	23.761065
4.965	23.765160
4.966	23.769255
4.967	23.773349
4.968	23.777444
4.969	23.781538
4.970	23.785633
4.971	23.789727
4.972	23.793821
4.973	23.797916
4.974	23.802010
4.975	23.806103
4.976	23.810197
4.977	23.814291
4.978	23.818385
4.979	23.822478
4.980	23.826572
4.981	23.830665
4.982	23.834758
4.983	23.838852
4.984	23.842945
4.985	23.847038
4.986	23.851131
4.987	23.855224
4.988	23.859316
4.989	23.863409
4.990	23.867501
4.991	23.871594
4.992	23.875686
4.993	23.879779
4.994	23.883871
4.995	23.887963
4.996	23.892055
4.997	23.896147
4.998	23.900238
4.999	23.904330
5.000	23.908422
5.001	23.912513
5.002	23.916605
5.003	23.920696
5.004	23.924787
5.005	23.928879
5.006	23.932970
5.007	23.937061
5.008	23.941152
5.009	23.945242
5.010	23.949333
5.011	23.953424
5.012	23.957514
5.013	23.961605
5.014	23.965695
5.015	23.969785
5.016	23.973875
5.017	23.977965
5.018	23.982055
5.019	23.986145
5.020	23.990235
5.021	23.994325
5.022	23.998415
5.023	24.002504
5.024	24.006594
5.025	24.010683
5.026	24.014772
5.027	24.018861
5.028	24.022950
5.029	24.027039
5.030	24.031128
5.031	24.035217
5.032	24.039306
5.033	24.043395
5.034	24.047483
5.035	24.051572
5.036	24.055660
5.037	24.059748
5.038	24.063836
5.039	24.067925
5.040	24.072013
5.041	24.076101
5.042	24.080188
5.043	24.084276
5.044	24.088364
5.045	24.092451
5.046	24.096539
5.047	24.100626
5.048	24.104714
5.049	24.108801
5.050	24.112888
5.051	24.116975
5.052	24.121062
5.053	24.125149
5.054	24.129236
5.055	24.133323
5.056	24.137409
5.057	24.141496
5.058	24.145582
5.059	24.149669
5.060	24.153755
5.061	24.157841
5.062	24.161927
5.063	24.166013
5.064	24.170099
5.065	24.174185
5.066	24.178271
5.067	24.182357
5.068	24.186442
5.069	24.190528
5.070	24.194613
5.071	24.198698
5.072	24.202784
5.073	24.206869
5.074	24.210954
5.075	24.215039
5.076	24.219124
5.077	24.223209
5.078	24.227293
5.079	24.231378
5.080	24.235463
5.081	24.239547
5.082	24.243632
5.083	24.247716
5.084	24.251800
5.085	24.255884
5.086	24.259968
5.087	24.264052
5.088	24.268136
5.089	24.272220
5.090	24.276304
5.091	24.280387
5.092	24.284471
5.093	24.288555
5.094	24.292638
5.095	24.296721
5.096	24.300805
5.097	24.304888
5.098	24.308971
5.099	24.313054
5.100	24.317137
5.101	24.321219
5.102	24.325302
5.103	24.329385
5.104	24.333467
5.105	24.337550
5.106	24.341632
5.107	24.345715
5.108	24.349797
5.109	24.353879
5.110	24.357961
5.111	24.362043
5.112	24.366125
5.113	24.370207
5.114	24.374289
5.115	24.378370
5.116	24.382452
5.117	24.386533
5.118	24.390615
5.119	24.394696
5.120	24.398777
5.121	24.402859
5.122	24.406940
5.123	24.411021
5.124	24.415102
5.125	24.419183
5.126	24.423263
5.127	24.427344
5.128	24.431425
5.129	24.435505
5.130	24.439586
5.131	24.443666
5.132	24.447746
5.133	24.451826
5.134	24.455907
5.135	24.459987
5.136	24.464067
5.137	24.468147
5.138	24.472226
5.139	24.476306
5.140	24.480386
5.141	24.484465
5.142	24.488545
5.143	24.492624
5.144	24.496704
5.145	24.500783
5.146	24.504862
5.147	24.508941
5.148	24.513020
5.149	24.517099
5.150	24.521178
5.151	24.525257
5.152	24.529335
5.153	24.533414
5.154	24.537493
5.155	24.541571
5.156	24.545649
5.157	24.549728
5.158	24.553806
5.159	24.557884
5.160	24.561962
5.161	24.566040
5.162	24.570118
5.163	24.574196
5.164	24.578274
5.165	24.582351
5.166	24.586429
5.167	24.590507
5.168	24.594584
5.169	24.598661
5.170	24.602739
5.171	24.606816
5.172	24.610893
5.173	24.614970
5.174	24.619047
5.175	24.623124
5.176	24.627201
5.177	24.631278
5.178	24.635354
5.179	24.639431
5.180	24.643507
5.181	24.647584
5.182	24.651660
5.183	24.655737
5.184	24.659813
5.185	24.663889
5.186	24.667965
5.187	24.672041
5.188	24.676117
5.189	24.680193
5.190	24.684269
5.191	24.688344
5.192	24.692420
5.193	24.696495
5.194	24.700571
5.195	24.704646
5.196	24.708722
5.197	24.712797
5.198	24.716872
5.199	24.720947
5.200	24.725022
5.201	24.729097
5.202	24.733172
5.203	24.737247
5.204	24.741321
5.205	24.745396
5.206	24.749471
5.207	24.753545
5.208	24.757620
5.209	24.761694
5.210	24.765768
5.211	24.769842
5.212	24.773916
5.213	24.777991
5.214	24.782064
5.215	24.786138
5.216	24.790212
5.217	24.794286
5.218	24.798360
5.219	24.802433
5.220	24.806507
5.221	24.810580
5.222	24.814654
5.223	24.818727
5.224	24.822800
5.225	24.826873
5.226	24.830946
5.227	24.835019
5.228	24.839092
5.229	24.843165
5.230	24.847238
5.231	24.851311
5.232	24.855383
5.233	24.859456
5.234	24.863529
5.235	24.867601
5.236	24.871673
5.237	24.875746
5.238	24.879818
5.239	24.883890
5.240	24.887962
5.241	24.892034
5.242	24.896106
5.243	24.900178
5.244	24.904250
5.245	24.908321
5.246	24.912393
5.247	24.916465
5.248	24.920536
5.249	24.924607
5.250	24.928679
5.251	24.932750
5.252	24.936821
5.253	24.940892
5.254	24.944964
5.255	24.949035
5.256	24.953105
5.257	24.957176
5.258	24.961247
5.259	24.965318
5.260	24.969388
5.261	24.973459
5.262	24.977530
5.263	24.981600
5.264	24.985670
5.265	24.989741
5.266	24.993811
5.267	24.997881
5.268	25.001951
5.269	25.006021
5.270	25.010091
5.271	25.014161
5.272	25.018231
5.273	25.022300
5.274	25.026370
5.275	25.030440
5.276	25.034509
5.277	25.038579
5.278	25.042648
5.279	25.046717
5.280	25.050787
5.281	25.054856
5.282	25.058925
5.283	25.062994
5.284	25.067063
5.285	25.071132
5.286	25.075201
5.287	25.079269
5.288	25.083338
5.289	25.087407
5.290	25.091475
5.291	25.095544
5.292	25.099612
5.293	25.103681
5.294	25.107749
5.295	25.111817
5.296	25.115885
5.297	25.119953
5.298	25.124021
5.299	25.128089
5.300	25.132157
5.301	25.136225
5.302	25.140293
5.303	25.144360
5.304	25.148428
5.305	25.152496
5.306	25.156563
5.307	25.160630
5.308	25.164698
5.309	25.168765
5.310	25.172832
5.311	25.176899
5.312	25.180966
5.313	25.185033
5.314	25.189100
5.315	25.193167
5.316	25.197234
5.317	25.201301
5.318	25.205367
5.319	25.209434
5.320	25.213501
5.321	25.217567
5.322	25.221633
5.323	25.225700
5.324	25.229766
5.325	25.233832
5.326	25.237898
5.327	25.241964
5.328	25.246030
5.329	25.250096
5.330	25.254162
5.331	25.258228
5.332	25.262294
5.333	25.266359
5.334	25.270425
5.335	25.274491
5.336	25.278556
5.337	25.282622
5.338	25.286687
5.339	25.290752
5.340	25.294817
5.341	25.298883
5.342	25.302948
5.343	25.307013
5.344	25.311078
5.345	25.315142
5.346	25.319207
5.347	25.323272
5.348	25.327337
5.349	25.331401
5.350	25.335466
5.351	25.339530
5.352	25.343595
5.353	25.347659
5.354	25.351724
5.355	25.355788
5.356	25.359852
5.357	25.363916
5.358	25.367980
5.359	25.372044
5.360	25.376108
5.361	25.380172
5.362	25.384236
5.363	25.388299
5.364	25.392363
5.365	25.396427
5.366	25.400490
5.367	25.404554
5.368	25.408617
5.369	25.412681
5.370	25.416744
5.371	25.420807
5.372	25.424870
5.373	25.428933
5.374	25.432996
5.375	25.437059
5.376	25.441122
5.377	25.445185
5.378	25.449248
5.379	25.453311
5.380	25.457373
5.381	25.461436
5.382	25.465498
5.383	25.469561
5.384	25.473623
5.385	25.477686
5.386	25.481748
5.387	25.485810
5.388	25.489872
5.389	25.493934
5.390	25.497996
5.391	25.502058
5.392	25.506120
5.393	25.510182
5.394	25.514244
5.395	25.518306
5.396	25.522367
5.397	25.526429
5.398	25.530490
5.399	25.534552
5.400	25.538613
5.401	25.542675
5.402	25.546736
5.403	25.550797
5.404	25.554858
5.405	25.558919
5.406	25.562981
5.407	25.567042
5.408	25.571102
5.409	25.575163
5.410	25.579224
5.411	25.583285
5.412	25.587346
5.413	25.591406
5.414	25.595467
5.415	25.599527
5.416	25.603588
5.417	25.607648
5.418	25.611708
5.419	25.615769
5.420	25.619829
5.421	25.623889
5.422	25.627949
5.423	25.632009
5.424	25.636069
5.425	25.640129
5.426	25.644189
5.427	25.648249
5.428	25.652308
5.429	25.656368
5.430	25.660428
5.431	25.664487
5.432	25.668547
5.433	25.672606
5.434	25.676665
5.435	25.680725
5.436	25.684784
5.437	25.688843
5.438	25.692902
5.439	25.696961
5.440	25.701020
5.441	25.705079
5.442	25.709138
5.443	25.713197
5.444	25.717256
5.445	25.721314
5.446	25.725373
5.447	25.729432
5.448	25.733490
5.449	25.737549
5.450	25.741607
5.451	25.745666
5.452	25.749724
5.453	25.753782
5.454	25.757840
5.455	25.761898
5.456	25.765956
5.457	25.770014
5.458	25.774072
5.459	25.778130
5.460	25.782188
5.461	25.786246
5.462	25.790304
5.463	25.794361
5.464	25.798419
5.465	25.802477
5.466	25.806534
5.467	25.810591
5.468	25.814649
5.469	25.818706
5.470	25.822763
5.471	25.826821
5.472	25.830878
5.473	25.834935
5.474	25.838992
5.475	25.843049
5.476	25.847106
5.477	25.851163
5.478	25.855219
5.479	25.859276
5.480	25.863333
5.481	25.867390
5.482	25.871446
5.483	25.875503
5.484	25.879559
5.485	25.883616
5.486	25.887672
5.487	25.891728
5.488	25.895784
5.489	25.899841
5.490	25.903897
5.491	25.907953
5.492	25.912009
5.493	25.916065
5.494	25.920121
5.495	25.924177
5.496	25.928232
5.497	25.932288
5.498	25.936344
5.499	25.940399
5.500	25.944455
5.501	25.948511
5.502	25.952566
5.503	25.956621
5.504	25.960677
5.505	25.964732
5.506	25.968787
5.507	25.972842
5.508	25.976898
5.509	25.980953
5.510	25.985008
5.511	25.989063
5.512	25.993118
5.513	25.997172
5.514	26.001227
5.515	26.005282
5.516	26.009337
5.517	26.013391
5.518	26.017446
5.519	26.021500
5.520	26.025555
5.521	26.029609
5.522	26.033664
5.523	26.037718
5.524	26.041772
5.525	26.045826
5.526	26.049881
5.527	26.053935
5.528	26.057989
5.529	26.062043
5.530	26.066097
5.531	26.070150
5.532	26.074204
5.533	26.078258
5.534	26.082312
5.535	26.086365
5.536	26.090419
5.537	26.094473
5.538	26.098526
5.539	26.102580
5.540	26.106633
5.541	26.110686
5.542	26.114740
5.543	26.118793
5.544	26.122846
5.545	26.126899
5.546	26.130952
5.547	26.135005
5.548	26.139058
5.549	26.143111
5.550	26.147164
5.551	26.151217
5.552	26.155270
5.553	26.159322
5.554	26.163375
5.555	26.167427
5.556	26.171480
5.557	26.175533
5.558	26.179585
5.559	26.183637
5.560	26.187690
5.561	26.191742
5.562	26.195794
5.563	26.199846
5.564	26.203899
5.565	26.207951
5.566	26.212003
5.567	26.216055
5.568	26.220107
5.569	26.224158
5.570	26.228210
5.571	26.232262
5.572	26.236314
5.573	26.240365
5.574	26.244417
5.575	26.248469
5.576	26.252520
5.577	26.256571
5.578	26.260623
5.579	26.264674
5.580	26.268726
5.581	26.272777
5.582	26.276828
5.583	26.280879
5.584	26.284930
5.585	26.288981
5.586	26.293032
5.587	26.297083
5.588	26.301134
5.589	26.305185
5.590	26.309236
5.591	26.313286
5.592	26.317337
5.593	26.321388
5.594	26.325438
5.595	26.329489
5.596	26.333539
5.597	26.337590
5.598	26.341640
5.599	26.345691
5.600	26.349741
5.601	26.353791
5.602	26.357841
5.603	26.361891
5.604	26.365941
5.605	26.369991
5.606	26.374041
5.607	26.378091
5.608	26.382141
5.609	26.386191
5.610	26.390241
5.611	26.394291
5.612	26.398340
5.613	26.402390
5.614	26.406440
5.615	26.410489
5.616	26.414539
5.617	26.418588
5.618	26.422637
5.619	26.426687
5.620	26.430736
5.621	26.434785
5.622	26.438834
5.623	26.442884
5.624	26.446933
5.625	26.450982
5.626	26.455031
5.627	26.459080
5.628	26.463129
5.629	26.467177
5.630	26.471226
5.631	26.475275
5.632	26.479324
5.633	26.483372
5.634	26.487421
5.635	26.491469
5.636	26.495518
5.637	26.499566
5.638	26.503615
5.639	26.507663
5.640	26.511712
5.641	26.515760
5.642	26.519808
5.643	26.523856
5.644	26.527904
5.645	26.531952
5.646	26.536000
5.647	26.540048
5.648	26.544096
5.649	26.548144
5.650	26.552192
5.651	26.556240
5.652	26.560288
5.653	26.564335
5.654	26.568383
5.655	26.572430
5.656	26.576478
5.657	26.580525
5.658	26.584573
5.659	26.588620
5.660	26.592668
5.661	26.596715
