t	y
2.552	13.148880
2.553	13.153939
2.554	13.158997
2.555	13.164053
2.556	13.169109
2.557	13.174163
2.558	13.179216
2.559	13.184268
2.560	13.189320
2.561	13.194370
2.562	13.199419
2.563	13.204467
2.564	13.209514
2.565	13.214560
2.566	13.219605
2.567	13.224649
2.568	13.229692
2.569	13.234733
2.570	13.239774
2.571	13.244814
2.572	13.249852
2.573	13.254890
2.574	13.259927
2.575	13.264962
2.576	13.269997
2.577	13.275030
2.578	13.280063
2.579	13.285094
2.580	13.290125
2.581	13.295154
2.582	13.300182
2.583	13.305210
2.584	13.310236
2.585	13.315261
2.586	13.320285
2.587	13.325308
2.588	13.330331
2.589	13.335352
2.590	13.340372
2.591	13.345391
2.592	13.350409
2.593	13.355426
2.594	13.360442
2.595	13.365457
2.596	13.370471
2.597	13.375484
2.598	13.380496
2.599	13.385507
2.600	13.390517
2.601	13.395526
2.602	13.400534
2.603	13.405541
2.604	13.410547
2.605	13.415552
2.606	13.420556
2.607	13.425559
2.608	13.430561
2.609	13.435562
2.610	13.440562
2.611	13.445561
2.612	13.450559
2.613	13.455556
2.614	13.460552
2.615	13.465547
2.616	13.470541
2.617	13.475534
2.618	13.480526
2.619	13.485517
2.620	13.490507
2.621	13.495496
2.622	13.500484
2.623	13.505471
2.624	13.510457
2.625	13.515442
2.626	13.520426
2.627	13.525409
2.628	13.530391
2.629	13.535372
2.630	13.540352
2.631	13.545331
2.632	13.550309
2.633	13.555287
2.634	13.560263
2.635	13.565238
2.636	13.570212
2.637	13.575186
2.638	13.580158
2.639	13.585129
2.640	13.590100
2.641	13.595069
2.642	13.600038
2.643	13.605005
2.644	13.609972
2.645	13.614937
2.646	13.619902
2.647	13.624865
2.648	13.629828
2.649	13.634790
2.650	13.639750
2.651	13.644710
2.652	13.649669
2.653	13.654627
2.654	13.659584
2.655	13.664540
2.656	13.669495
2.657	13.674449
2.658	13.679402
2.659	13.684354
2.660	13.689305
2.661	13.694255
2.662	13.699205
2.663	13.704153
2.664	13.709100
2.665	13.714047
2.666	13.718992
2.667	13.723937
2.668	13.728880
2.669	13.733823
2.670	13.738765
2.671	13.743705
2.672	13.748645
2.673	13.753584
2.674	13.758522
2.675	13.763459
2.676	13.768395
2.677	13.773330
2.678	13.778265
2.679	13.783198
2.680	13.788130
2.681	13.793062
2.682	13.797992
2.683	13.802922
2.684	13.807850
2.685	13.812778
2.686	13.817705
2.687	13.822630
2.688	13.827555
2.689	13.832479
2.690	13.837402
2.691	13.842325
2.692	13.847246
2.693	13.852166
2.694	13.857085
2.695	13.862004
2.696	13.866921
2.697	13.871838
2.698	13.876754
2.699	13.881669
2.700	13.886582
2.701	13.891495
2.702	13.896407
2.703	13.901319
2.704	13.906229
2.705	13.911138
2.706	13.916046
2.707	13.920954
2.708	13.925861
2.709	13.930766
2.710	13.935671
2.711	13.940575
2.712	13.945478
2.713	13.950380
2.714	13.955281
2.715	13.960181
2.716	13.965081
2.717	13.969979
2.718	13.974877
2.719	13.979773
2.720	13.984669
2.721	13.989564
2.722	13.994458
2.723	13.999351
2.724	14.004243
2.725	14.009135
2.726	14.014025
2.727	14.018915
2.728	14.023803
2.729	14.028691
2.730	14.033578
2.731	14.038464
2.732	14.043349
2.733	14.048233
2.734	14.053117
2.735	14.057999
2.736	14.062881
2.737	14.067761
2.738	14.072641
2.739	14.077520
2.740	14.082398
2.741	14.087275
2.742	14.092151
2.743	14.097027
2.744	14.101901
2.745	14.106775
2.746	14.111648
2.747	14.116520
2.748	14.121391
2.749	14.126261
2.750	14.131130
2.751	14.135999
2.752	14.140866
2.753	14.145733
2.754	14.150599
2.755	14.155464
2.756	14.160328
2.757	14.165191
2.758	14.170054
2.759	14.174915
2.760	14.179776
2.761	14.184635
2.762	14.189494
2.763	14.194352
2.764	14.199210
2.765	14.204066
2.766	14.208922
2.767	14.213776
2.768	14.218630
2.769	14.223483
2.770	14.228335
2.771	14.233186
2.772	14.238037
2.773	14.242886
2.774	14.247735
2.775	14.252583
2.776	14.257430
2.777	14.262276
2.778	14.267121
2.779	14.271966
2.780	14.276809
2.781	14.281652
2.782	14.286494
2.783	14.291335
2.784	14.296175
2.785	14.301015
2.786	14.305853
2.787	14.310691
2.788	14.315528
2.789	14.320364
2.790	14.325199
2.791	14.330034
2.792	14.334867
2.793	14.339700
2.794	14.344532
2.795	14.349363
2.796	14.354193
2.797	14.359022
2.798	14.363851
2.799	14.368679
2.800	14.373506
2.801	14.378332
2.802	14.383157
2.803	14.387981
2.804	14.392805
2.805	14.397628
2.806	14.402450
2.807	14.407271
2.808	14.412091
2.809	14.416911
2.810	14.421729
2.811	14.426547
2.812	14.431364
2.813	14.436180
2.814	14.440996
2.815	14.445810
2.816	14.450624
2.817	14.455437
2.818	14.460249
2.819	14.465061
2.820	14.469871
2.821	14.474681
2.822	14.479490
2.823	14.484298
2.824	14.489105
2.825	14.493912
2.826	14.498717
2.827	14.503522
2.828	14.508326
2.829	14.513130
2.830	14.517932
2.831	14.522734
2.832	14.527535
2.833	14.532335
2.834	14.537134
2.835	14.541932
2.836	14.546730
2.837	14.551527
2.838	14.556323
2.839	14.561118
2.840	14.565913
2.841	14.570707
2.842	14.575499
2.843	14.580292
2.844	14.585083
2.845	14.589873
2.846	14.594663
2.847	14.599452
2.848	14.604240
2.849	14.609028
2.850	14.613814
2.851	14.618600
2.852	14.623385
2.853	14.628169
2.854	14.632953
2.855	14.637735
2.856	14.642517
2.857	14.647298
2.858	14.652079
2.859	14.656858
2.860	14.661637
2.861	14.666415
2.862	14.671192
2.863	14.675968
2.864	14.680744
2.865	14.685519
2.866	14.690293
2.867	14.695066
2.868	14.699839
2.869	14.704611
2.870	14.709382
2.871	14.714152
2.872	14.718921
2.873	14.723690
2.874	14.728458
2.875	14.733225
2.876	14.737992
2.877	14.742757
2.878	14.747522
2.879	14.752286
2.880	14.757049
2.881	14.761812
2.882	14.766574
2.883	14.771335
2.884	14.776095
2.885	14.780855
2.886	14.785613
2.887	14.790371
2.888	14.795129
2.889	14.799885
2.890	14.804641
2.891	14.809396
2.892	14.814150
2.893	14.818904
2.894	14.823656
2.895	14.828408
2.896	14.833160
2.897	14.837910
2.898	14.842660
2.899	14.847409
2.900	14.852157
2.901	14.856904
2.902	14.861651
2.903	14.866397
2.904	14.871142
2.905	14.875887
2.906	14.880631
2.907	14.885374
2.908	14.890116
2.909	14.894857
2.910	14.899598
2.911	14.904338
2.912	14.909077
2.913	14.913816
2.914	14.918554
2.915	14.923291
2.916	14.928027
2.917	14.932763
2.918	14.937498
2.919	14.942232
2.920	14.946965
2.921	14.951698
2.922	14.956430
2.923	14.961161
2.924	14.965891
2.925	14.970621
2.926	14.975350
2.927	14.980079
2.928	14.984806
2.929	14.989533
2.930	14.994259
2.931	14.998984
2.932	15.003709
2.933	15.008433
2.934	15.013156
2.935	15.017879
2.936	15.022600
2.937	15.027321
2.938	15.032042
2.939	15.036761
2.940	15.041480
2.941	15.046198
2.942	15.050916
2.943	15.055633
2.944	15.060349
2.945	15.065064
2.946	15.069778
2.947	15.074492
2.948	15.079205
2.949	15.083918
2.950	15.088630
2.951	15.093341
2.952	15.098051
2.953	15.102761
2.954	15.107469
2.955	15.112178
2.956	15.116885
2.957	15.121592
2.958	15.126298
2.959	15.131003
2.960	15.135708
2.961	15.140412
2.962	15.145115
2.963	15.149818
2.964	15.154519
2.965	15.159221
2.966	15.163921
2.967	15.168621
2.968	15.173320
2.969	15.178018
2.970	15.182716
2.971	15.187413
2.972	15.192109
2.973	15.196804
2.974	15.201499
2.975	15.206193
2.976	15.210887
2.977	15.215580
2.978	15.220272
2.979	15.224963
2.980	15.229654
2.981	15.234344
2.982	15.239033
2.983	15.243722
2.984	15.248410
2.985	15.253097
2.986	15.257783
2.987	15.262469
2.988	15.267155
2.989	15.271839
2.990	15.276523
2.991	15.281206
2.992	15.285888
2.993	15.290570
2.994	15.295251
2.995	15.299932
2.996	15.304611
2.997	15.309291
2.998	15.313969
2.999	15.318647
3.000	15.323324
3.001	15.328000
3.002	15.332676
3.003	15.337351
3.004	15.342025
3.005	15.346699
3.006	15.351371
3.007	15.356044
3.008	15.360715
3.009	15.365386
3.010	15.370057
3.011	15.374726
3.012	15.379395
3.013	15.384063
3.014	15.388731
3.015	15.393398
3.016	15.398064
3.017	15.402730
3.018	15.407395
3.019	15.412059
3.020	15.416723
3.021	15.421386
3.022	15.426048
3.023	15.430710
3.024	15.435370
3.025	15.440031
3.026	15.444690
3.027	15.449349
3.028	15.454008
3.029	15.458665
3.030	15.463322
3.031	15.467979
3.032	15.472634
3.033	15.477289
3.034	15.481944
3.035	15.486598
3.036	15.491251
3.037	15.495903
3.038	15.500555
3.039	15.505206
3.040	15.509856
3.041	15.514506
3.042	15.519155
3.043	15.523804
3.044	15.528452
3.045	15.533099
3.046	15.537746
3.047	15.542392
3.048	15.547037
3.049	15.551681
3.050	15.556325
3.051	15.560969
3.052	15.565612
3.053	15.570254
3.054	15.574895
3.055	15.579536
3.056	15.584176
3.057	15.588815
3.058	15.593454
3.059	15.598093
3.060	15.602730
3.061	15.607367
3.062	15.612003
3.063	15.616639
3.064	15.621274
3.065	15.625909
3.066	15.630542
3.067	15.635175
3.068	15.639808
3.069	15.644440
3.070	15.649071
3.071	15.653702
3.072	15.658332
3.073	15.662961
3.074	15.667590
3.075	15.672218
3.076	15.676845
3.077	15.681472
3.078	15.686098
3.079	15.690724
3.080	15.695349
3.081	15.699973
3.082	15.704597
3.083	15.709220
3.084	15.713843
3.085	15.718464
3.086	15.723086
3.087	15.727706
3.088	15.732326
3.089	15.736946
3.090	15.741564
3.091	15.746182
3.092	15.750800
3.093	15.755417
3.094	15.760033
3.095	15.764649
3.096	15.769264
3.097	15.773878
3.098	15.778492
3.099	15.783105
3.100	15.787718
3.101	15.792330
3.102	15.796941
3.103	15.801552
3.104	15.806162
3.105	15.810772
3.106	15.815381
3.107	15.819989
3.108	15.824597
3.109	15.829204
3.110	15.833810
3.111	15.838416
3.112	15.843021
3.113	15.847626
3.114	15.852230
3.115	15.856834
3.116	15.861436
3.117	15.866039
3.118	15.870640
3.119	15.875241
3.120	15.879842
3.121	15.884442
3.122	15.889041
3.123	15.893640
3.124	15.898238
3.125	15.902835
3.126	15.907432
3.127	15.912028
3.128	15.916624
3.129	15.921219
3.130	15.925814
3.131	15.930407
3.132	15.935001
3.133	15.939593
3.134	15.944186
3.135	15.948777
3.136	15.953368
3.137	15.957958
3.138	15.962548
3.139	15.967137
3.140	15.971726
3.141	15.976314
3.142	15.980901
3.143	15.985488
3.144	15.990074
3.145	15.994660
3.146	15.999245
3.147	16.003829
3.148	16.008413
3.149	16.012996
3.150	16.017579
3.151	16.022161
3.152	16.026743
3.153	16.031324
3.154	16.035904
3.155	16.040484
3.156	16.045063
3.157	16.049642
3.158	16.054220
3.159	16.058797
3.160	16.063374
3.161	16.067951
3.162	16.072526
3.163	16.077102
3.164	16.081676
3.165	16.086250
3.166	16.090824
3.167	16.095397
3.168	16.099969
3.169	16.104541
3.170	16.109112
3.171	16.113683
3.172	16.118253
3.173	16.122822
3.174	16.127391
3.175	16.131959
3.176	16.136527
3.177	16.141094
3.178	16.145661
3.179	16.150227
3.180	16.154792
3.181	16.159357
3.182	16.163922
3.183	16.168485
3.184	16.173049
3.185	16.177611
3.186	16.182173
3.187	16.186735
3.188	16.191296
3.189	16.195856
3.190	16.200416
3.191	16.204976
3.192	16.209534
3.193	16.214092
3.194	16.218650
3.195	16.223207
3.196	16.227764
3.197	16.232320
3.198	16.236875
3.199	16.241430
3.200	16.245984
3.201	16.250538
3.202	16.255091
3.203	16.259644
3.204	16.264196
3.205	16.268747
3.206	16.273298
3.207	16.277849
3.208	16.282399
3.209	16.286948
3.210	16.291497
3.211	16.296045
3.212	16.300593
3.213	16.305140
3.214	16.309686
3.215	16.314232
3.216	16.318778
3.217	16.323323
3.218	16.327867
3.219	16.332411
3.220	16.336954
3.221	16.341497
3.222	16.346039
3.223	16.350581
3.224	16.355122
3.225	16.359663
3.226	16.364203
3.227	16.368743
3.228	16.373281
3.229	16.377820
3.230	16.382358
3.231	16.386895
3.232	16.391432
3.233	16.395968
3.234	16.400504
3.235	16.405039
3.236	16.409574
3.237	16.414108
3.238	16.418642
3.239	16.423175
3.240	16.427707
3.241	16.432240
3.242	16.436771
3.243	16.441302
3.244	16.445832
3.245	16.450362
3.246	16.454892
3.247	16.459421
3.248	16.463949
3.249	16.468477
3.250	16.473004
3.251	16.477531
3.252	16.482057
3.253	16.486582
3.254	16.491108
3.255	16.495632
3.256	16.500156
3.257	16.504680
3.258	16.509203
3.259	16.513726
3.260	16.518248
3.261	16.522769
3.262	16.527290
3.263	16.531810
3.264	16.536330
3.265	16.540850
3.266	16.545369
3.267	16.549887
3.268	16.554405
3.269	16.558922
3.270	16.563439
3.271	16.567955
3.272	16.572471
3.273	16.576986
3.274	16.581501
3.275	16.586015
3.276	16.590529
3.277	16.595042
3.278	16.599555
3.279	16.604067
3.280	16.608579
3.281	16.613090
3.282	16.617601
3.283	16.622111
3.284	16.626621
3.285	16.631130
3.286	16.635638
3.287	16.640146
3.288	16.644654
3.289	16.649161
3.290	16.653668
3.291	16.658174
3.292	16.662679
3.293	16.667184
3.294	16.671689
3.295	16.676193
3.296	16.680697
3.297	16.685200
3.298	16.689702
3.299	16.694204
3.300	16.698706
3.301	16.703207
3.302	16.707707
3.303	16.712207
3.304	16.716707
3.305	16.721206
3.306	16.725705
3.307	16.730203
3.308	16.734700
3.309	16.739197
3.310	16.743694
3.311	16.748190
3.312	16.752685
3.313	16.757180
3.314	16.761675
3.315	16.766169
3.316	16.770663
3.317	16.775156
3.318	16.779648
3.319	16.784140
3.320	16.788632
3.321	16.793123
3.322	16.797614
3.323	16.802104
3.324	16.806594
3.325	16.811083
3.326	16.815571
3.327	16.820060
3.328	16.824547
3.329	16.829035
3.330	16.833521
3.331	16.838008
3.332	16.842493
3.333	16.846979
3.334	16.851463
3.335	16.855948
3.336	16.860431
3.337	16.864915
3.338	16.869398
3.339	16.873880
3.340	16.878362
3.341	16.882843
3.342	16.887324
3.343	16.891805
3.344	16.896285
3.345	16.900764
3.346	16.905243
3.347	16.909722
3.348	16.914200
3.349	16.918677
3.350	16.923154
3.351	16.927631
3.352	16.932107
3.353	16.936583
3.354	16.941058
3.355	16.945532
3.356	16.950007
3.357	16.954480
3.358	16.958954
3.359	16.963427
3.360	16.967899
3.361	16.972371
3.362	16.976842
3.363	16.981313
3.364	16.985784
3.365	16.990253
3.366	16.994723
3.367	16.999192
3.368	17.003661
3.369	17.008129
3.370	17.012596
3.371	17.017064
3.372	17.021530
3.373	17.025996
3.374	17.030462
3.375	17.034928
3.376	17.039392
3.377	17.043857
3.378	17.048321
3.379	17.052784
3.380	17.057247
3.381	17.061710
3.382	17.066172
3.383	17.070633
3.384	17.075094
3.385	17.079555
3.386	17.084015
3.387	17.088475
3.388	17.092934
3.389	17.097393
3.390	17.101852
3.391	17.106310
3.392	17.110767
3.393	17.115224
3.394	17.119681
3.395	17.124137
3.396	17.128592
3.397	17.133047
3.398	17.137502
3.399	17.141956
3.400	17.146410
3.401	17.150864
3.402	17.155317
3.403	17.159769
3.404	17.164221
3.405	17.168673
3.406	17.173124
3.407	17.177574
3.408	17.182024
3.409	17.186474
3.410	17.190924
3.411	17.195372
3.412	17.199821
3.413	17.204269
3.414	17.208716
3.415	17.213163
3.416	17.217610
3.417	17.222056
3.418	17.226502
3.419	17.230947
3.420	17.235392
3.421	17.239836
3.422	17.244280
3.423	17.248724
3.424	17.253167
3.425	17.257609
3.426	17.262052
3.427	17.266493
3.428	17.270935
3.429	17.275375
3.430	17.279816
3.431	17.284256
3.432	17.288695
3.433	17.293134
3.434	17.297573
3.435	17.302011
3.436	17.306449
3.437	17.310886
3.438	17.315323
3.439	17.319760
3.440	17.324196
3.441	17.328631
3.442	17.333066
3.443	17.337501
3.444	17.341935
3.445	17.346369
3.446	17.350803
3.447	17.355236
3.448	17.359668
3.449	17.364100
3.450	17.368532
3.451	17.372963
3.452	17.377394
3.453	17.381825
3.454	17.386254
3.455	17.390684
3.456	17.395113
3.457	17.399542
3.458	17.403970
3.459	17.408398
3.460	17.412825
3.461	17.417252
3.462	17.421679
3.463	17.426105
3.464	17.430531
3.465	17.434956
3.466	17.439381
3.467	17.443805
3.468	17.448229
3.469	17.452653
3.470	17.457076
3.471	17.461498
3.472	17.465921
3.473	17.470343
3.474	17.474764
3.475	17.479185
3.476	17.483606
3.477	17.488026
3.478	17.492446
3.479	17.496865
3.480	17.501284
3.481	17.505702
3.482	17.510120
3.483	17.514538
3.484	17.518955
3.485	17.523372
3.486	17.527789
3.487	17.532205
3.488	17.536620
3.489	17.541035
3.490	17.545450
3.491	17.549865
3.492	17.554278
3.493	17.558692
3.494	17.563105
3.495	17.567518
3.496	17.571930
3.497	17.576342
3.498	17.580753
3.499	17.585164
3.500	17.589575
3.501	17.593985
3.502	17.598395
3.503	17.602804
3.504	17.607213
3.505	17.611622
3.506	17.616030
3.507	17.620438
3.508	17.624845
3.509	17.629252
3.510	17.633659
3.511	17.638065
3.512	17.642471
3.513	17.646876
3.514	17.651281
3.515	17.655685
3.516	17.660090
3.517	17.664493
3.518	17.668897
3.519	17.673299
3.520	17.677702
3.521	17.682104
3.522	17.686506
3.523	17.690907
3.524	17.695308
3.525	17.699708
3.526	17.704109
3.527	17.708508
3.528	17.712908
3.529	17.717306
3.530	17.721705
3.531	17.726103
3.532	17.730501
3.533	17.734898
3.534	17.739295
3.535	17.743691
3.536	17.748088
3.537	17.752483
3.538	17.756879
3.539	17.761273
3.540	17.765668
3.541	17.770062
3.542	17.774456
3.543	17.778849
3.544	17.783242
3.545	17.787635
3.546	17.792027
3.547	17.796419
3.548	17.800810
3.549	17.805201
3.550	17.809592
3.551	17.813982
3.552	17.818372
3.553	17.822761
3.554	17.827150
3.555	17.831539
3.556	17.835927
3.557	17.840315
3.558	17.844702
3.559	17.849090
3.560	17.853476
3.561	17.857863
3.562	17.862249
3.563	17.866634
3.564	17.871019
3.565	17.875404
3.566	17.879788
3.567	17.884173
3.568	17.888556
3.569	17.892939
3.570	17.897322
3.571	17.901705
3.572	17.906087
3.573	17.910469
3.574	17.914850
3.575	17.919231
3.576	17.923611
3.577	17.927992
3.578	17.932371
3.579	17.936751
3.580	17.941130
3.581	17.945509
3.582	17.949887
3.583	17.954265
3.584	17.958642
3.585	17.963020
3.586	17.967396
3.587	17.971773
3.588	17.976149
3.589	17.980525
3.590	17.984900
3.591	17.989275
3.592	17.993649
3.593	17.998023
3.594	18.002397
3.595	18.006771
3.596	18.011144
3.597	18.015516
3.598	18.019889
3.599	18.024261
3.600	18.028632
3.601	18.033003
3.602	18.037374
3.603	18.041745
3.604	18.046115
3.605	18.050484
3.606	18.054854
3.607	18.059223
3.608	18.063591
3.609	18.067959
3.610	18.072327
3.611	18.076695
3.612	18.081062
3.613	18.085429
3.614	18.089795
3.615	18.094161
3.616	18.098527
3.617	18.102892
3.618	18.107257
3.619	18.111621
3.620	18.115986
3.621	18.120350
3.622	18.124713
3.623	18.129076
3.624	18.133439
3.625	18.137801
3.626	18.142163
3.627	18.146525
3.628	18.150886
3.629	18.155247
3.630	18.159608
3.631	18.163968
3.632	18.168328
3.633	18.172687
3.634	18.177046
3.635	18.181405
3.636	18.185764
3.637	18.190122
3.638	18.194479
3.639	18.198837
3.640	18.203194
3.641	18.207550
3.642	18.211907
3.643	18.216262
3.644	18.220618
3.645	18.224973
3.646	18.229328
3.647	18.233683
3.648	18.238037
3.649	18.242391
3.650	18.246744
3.651	18.251097
3.652	18.255450
3.653	18.259802
3.654	18.264154
3.655	18.268506
3.656	18.272857
3.657	18.277208
3.658	18.281559
3.659	18.285909
3.660	18.290259
3.661	18.294608
3.662	18.298958
3.663	18.303307
3.664	18.307655
3.665	18.312003
3.666	18.316351
3.667	18.320699
3.668	18.325046
3.669	18.329392
3.670	18.333739
3.671	18.338085
3.672	18.342431
3.673	18.346776
3.674	18.351121
3.675	18.355466
3.676	18.359810
3.677	18.364154
3.678	18.368498
3.679	18.372841
3.680	18.377184
3.681	18.381527
3.682	18.385869
3.683	18.390211
3.684	18.394553
3.685	18.398894
3.686	18.403235
3.687	18.407576
3.688	18.411916
3.689	18.416256
3.690	18.420595
3.691	18.424935
3.692	18.429273
3.693	18.433612
3.694	18.437950
3.695	18.442288
3.696	18.446626
3.697	18.450963
3.698	18.455300
3.699	18.459636
3.700	18.463972
3.701	18.468308
3.702	18.472644
3.703	18.476979
3.704	18.481314
3.705	18.485648
3.706	18.489983
3.707	18.494316
3.708	18.498650
3.709	18.502983
3.710	18.507316
3.711	18.511648
3.712	18.515981
3.713	18.520313
3.714	18.524644
3.715	18.528975
3.716	18.533306
3.717	18.537637
3.718	18.541967
3.719	18.546297
3.720	18.550626
3.721	18.554955
3.722	18.559284
3.723	18.563613
3.724	18.567941
3.725	18.572269
3.726	18.576597
3.727	18.580924
3.728	18.585251
3.729	18.589577
3.730	18.593904
3.731	18.598229
3.732	18.602555
3.733	18.606880
3.734	18.611205
3.735	18.615530
3.736	18.619854
3.737	18.624178
3.738	18.628502
3.739	18.632825
3.740	18.637148
3.741	18.641471
3.742	18.645793
3.743	18.650115
3.744	18.654437
3.745	18.658758
3.746	18.663080
3.747	18.667400
3.748	18.671721
3.749	18.676041
3.750	18.680361
3.751	18.684680
3.752	18.688999
3.753	18.693318
3.754	18.697637
3.755	18.701955
3.756	18.706273
3.757	18.710590
3.758	18.714908
3.759	18.719225
3.760	18.723541
3.761	18.727857
3.762	18.732173
3.763	18.736489
3.764	18.740804
3.765	18.745120
3.766	18.749434
3.767	18.753749
3.768	18.758063
3.769	18.762377
3.770	18.766690
3.771	18.771003
3.772	18.775316
3.773	18.779628
3.774	18.783941
3.775	18.788253
3.776	18.792564
3.777	18.796875
3.778	18.801186
3.779	18.805497
3.780	18.809807
3.781	18.814118
3.782	18.818427
3.783	18.822737
3.784	18.827046
3.785	18.831355
3.786	18.835663
3.787	18.839971
3.788	18.844279
3.789	18.848587
3.790	18.852894
3.791	18.857201
3.792	18.861508
3.793	18.865814
3.794	18.870120
3.795	18.874426
3.796	18.878731
3.797	18.883036
3.798	18.887341
3.799	18.891645
3.800	18.895950
3.801	18.900254
3.802	18.904557
3.803	18.908860
3.804	18.913163
3.805	18.917466
3.806	18.921769
3.807	18.926071
3.808	18.930372
3.809	18.934674
3.810	18.938975
3.811	18.943276
3.812	18.947576
3.813	18.951877
3.814	18.956177
3.815	18.960476
3.816	18.964776
3.817	18.969075
3.818	18.973374
3.819	18.977672
3.820	18.981970
3.821	18.986268
3.822	18.990566
3.823	18.994863
3.824	18.999160
3.825	19.003457
3.826	19.007753
3.827	19.012049
3.828	19.016345
3.829	19.020641
3.830	19.024936
3.831	19.029231
3.832	19.033525
3.833	19.037820
3.834	19.042114
3.835	19.046407
3.836	19.050701
3.837	19.054994
3.838	19.059287
3.839	19.063579
3.840	19.067872
3.841	19.072164
3.842	19.076455
3.843	19.080747
3.844	19.085038
3.845	19.089329
3.846	19.093619
3.847	19.097909
3.848	19.102199
3.849	19.106489
3.850	19.110778
3.851	19.115067
3.852	19.119356
3.853	19.123645
3.854	19.127933
3.855	19.132221
3.856	19.136509
3.857	19.140796
3.858	19.145083
3.859	19.149370
3.860	19.153656
3.861	19.157942
3.862	19.162228
3.863	19.166514
3.864	19.170799
3.865	19.175084
3.866	19.179369
3.867	19.183654
3.868	19.187938
3.869	19.192222
3.870	19.196505
3.871	19.200789
3.872	19.205072
3.873	19.209355
3.874	19.213637
3.875	19.217919
3.876	19.222201
3.877	19.226483
3.878	19.230764
3.879	19.235045
3.880	19.239326
3.881	19.243607
3.882	19.247887
3.883	19.252167
3.884	19.256447
3.885	19.260726
3.886	19.265005
3.887	19.269284
3.888	19.273563
3.889	19.277841
3.890	19.282119
3.891	19.286397
3.892	19.290674
3.893	19.294951
3.894	19.299228
3.895	19.303505
3.896	19.307781
3.897	19.312057
3.898	19.316333
3.899	19.320609
3.900	19.324884
3.901	19.329159
3.902	19.333434
3.903	19.337708
3.904	19.341982
3.905	19.346256
3.906	19.350530
3.907	19.354803
3.908	19.359076
3.909	19.363349
3.910	19.367621
3.911	19.371894
3.912	19.376166
3.913	19.380437
3.914	19.384709
3.915	19.388980
3.916	19.393251
3.917	19.397521
3.918	19.401792
3.919	19.406062
3.920	19.410332
3.921	19.414601
3.922	19.418870
3.923	19.423139
3.924	19.427408
3.925	19.431677
3.926	19.435945
3.927	19.440213
3.928	19.444480
3.929	19.448748
3.930	19.453015
3.931	19.457282
3.932	19.461548
3.933	19.465815
3.934	19.470081
3.935	19.474346
3.936	19.478612
3.937	19.482877
3.938	19.487142
3.939	19.491407
3.940	19.495671
3.941	19.499936
3.942	19.504199
3.943	19.508463
3.944	19.512727
3.945	19.516990
3.946	19.521253
3.947	19.525515
3.948	19.529778
3.949	19.534040
3.950	19.538301
3.951	19.542563
3.952	19.546824
3.953	19.551085
3.954	19.555346
3.955	19.559607
3.956	19.563867
3.957	19.568127
3.958	19.572387
3.959	19.576646
3.960	19.580905
3.961	19.585164
3.962	19.589423
3.963	19.593682
3.964	19.597940
3.965	19.602198
3.966	19.606455
3.967	19.610713
3.968	19.614970
3.969	19.619227
3.970	19.623483
3.971	19.627740
3.972	19.631996
3.973	19.636252
3.974	19.640507
3.975	19.644763
3.976	19.649018
3.977	19.653273
3.978	19.657527
3.979	19.661782
3.980	19.666036
3.981	19.670290
3.982	19.674543
3.983	19.678797
3.984	19.683050
3.985	19.687302
3.986	19.691555
3.987	19.695807
3.988	19.700059
3.989	19.704311
3.990	19.708563
3.991	19.712814
3.992	19.717065
3.993	19.721316
3.994	19.725567
3.995	19.729817
3.996	19.734067
3.997	19.738317
3.998	19.742566
3.999	19.746816
4.000	19.751065
4.001	19.755313
4.002	19.759562
4.003	19.763810
4.004	19.768058
4.005	19.772306
4.006	19.776554
4.007	19.780801
4.008	19.785048
4.009	19.789295
4.010	19.793542
4.011	19.797788
4.012	19.802034
4.013	19.806280
4.014	19.810525
4.015	19.814771
4.016	19.819016
4.017	19.823261
4.018	19.827505
4.019	19.831750
4.020	19.835994
4.021	19.840238
4.022	19.844481
4.023	19.848725
4.024	19.852968
4.025	19.857211
4.026	19.861454
4.027	19.865696
4.028	19.869938
4.029	19.874180
4.030	19.878422
4.031	19.882663
4.032	19.886904
4.033	19.891145
4.034	19.895386
4.035	19.899627
4.036	19.903867
4.037	19.908107
4.038	19.912347
4.039	19.916586
4.040	19.920826
4.041	19.925065
4.042	19.929303
4.043	19.933542
4.044	19.937780
4.045	19.942018
4.046	19.946256
4.047	19.950494
4.048	19.954731
4.049	19.958968
4.050	19.963205
4.051	19.967442
4.052	19.971678
4.053	19.975915
4.054	19.980151
4.055	19.984386
4.056	19.988622
4.057	19.992857
4.058	19.997092
4.059	20.001327
4.060	20.005562
4.061	20.009796
4.062	20.014030
4.063	20.018264
4.064	20.022497
4.065	20.026731
4.066	20.030964
4.067	20.035197
4.068	20.039430
4.069	20.043662
4.070	20.047894
4.071	20.052126
4.072	20.056358
4.073	20.060589
4.074	20.064821
4.075	20.069052
4.076	20.073283
4.077	20.077513
4.078	20.081744
4.079	20.085974
4.080	20.090204
4.081	20.094433
4.082	20.098663
4.083	20.102892
4.084	20.107121
4.085	20.111350
4.086	20.115578
4.087	20.119807
4.088	20.124035
4.089	20.128263
4.090	20.132490
4.091	20.136718
4.092	20.140945
4.093	20.145172
4.094	20.149398
4.095	20.153625
4.096	20.157851
4.097	20.162077
4.098	20.166303
4.099	20.170529
4.100	20.174754
4.101	20.178979
4.102	20.183204
4.103	20.187429
4.104	20.191653
4.105	20.195877
4.106	20.200101
