24.000000 0.000000
23.999870 -0.048389
23.999481 -0.096776
23.998833 -0.145159
23.997925 -0.193536
23.996757 -0.241906
23.995331 -0.290265
23.993646 -0.338612
23.991701 -0.386946
23.989498 -0.435264
23.987036 -0.483564
23.984316 -0.531844
23.981337 -0.580102
23.978101 -0.628337
23.974606 -0.676546
23.970854 -0.724727
23.966846 -0.772879
23.962580 -0.820999
23.958057 -0.869086
23.953279 -0.917137
23.948244 -0.965151
23.942955 -1.013126
23.937410 -1.061059
23.931610 -1.108949
23.925557 -1.156795
23.919249 -1.204593
23.912689 -1.252342
23.905876 -1.300041
23.898810 -1.347686
23.891493 -1.395278
23.883925 -1.442812
23.876107 -1.490289
23.868038 -1.537705
23.859721 -1.585059
23.851154 -1.632350
23.842340 -1.679574
23.833278 -1.726731
23.823970 -1.773819
23.814416 -1.820835
23.804616 -1.867779
23.794572 -1.914647
23.784285 -1.961439
23.773754 -2.008153
23.762982 -2.054786
23.751968 -2.101338
23.740713 -2.147806
23.729219 -2.194188
23.717486 -2.240483
23.705515 -2.286690
23.693307 -2.332806
23.680863 -2.378829
23.668184 -2.424759
23.655271 -2.470593
23.642124 -2.516330
23.628745 -2.561968
23.615134 -2.607505
23.601293 -2.652941
23.587223 -2.698272
23.572925 -2.743498
23.558399 -2.788617
23.543647 -2.833627
23.528670 -2.878528
23.513469 -2.923317
23.498045 -2.967992
23.482399 -3.012553
23.466532 -3.056997
23.450446 -3.101324
23.434142 -3.145532
23.417620 -3.189619
23.400882 -3.233584
23.383929 -3.277425
23.366763 -3.321141
23.349384 -3.364731
23.331794 -3.408193
23.313994 -3.451526
23.295985 -3.494728
23.277768 -3.537799
23.259345 -3.580736
23.240718 -3.623539
23.221887 -3.666205
23.202853 -3.708735
23.183618 -3.751126
23.164184 -3.793378
23.144551 -3.835488
23.124721 -3.877457
23.104696 -3.919282
23.084476 -3.960962
23.064063 -4.002497
23.043458 -4.043885
23.022664 -4.085125
23.001680 -4.126215
22.980509 -4.167156
22.959152 -4.207945
22.937610 -4.248581
22.915886 -4.289064
22.893979 -4.329392
22.871892 -4.369564
22.849626 -4.409580
22.827183 -4.449438
22.804564 -4.489137
22.781770 -4.528677
22.758803 -4.568056
22.735665 -4.607274
22.712356 -4.646329
22.688879 -4.685220
22.665235 -4.723948
22.641425 -4.762510
22.617451 -4.800906
22.593314 -4.839135
22.569017 -4.877197
22.544559 -4.915090
22.519943 -4.952814
22.495171 -4.990368
22.470244 -5.027751
22.445163 -5.064962
22.419930 -5.102002
22.394546 -5.138868
22.369014 -5.175560
22.343334 -5.212078
22.317508 -5.248422
22.291538 -5.284589
22.265424 -5.320580
22.239170 -5.356394
22.212776 -5.392031
22.186243 -5.427489
22.159574 -5.462769
22.132769 -5.497870
22.105831 -5.532791
22.078761 -5.567532
22.051561 -5.602092
22.024231 -5.636470
21.996774 -5.670667
21.969191 -5.704682
21.941484 -5.738514
21.913653 -5.772163
21.885702 -5.805628
21.857631 -5.838910
21.829441 -5.872008
21.801135 -5.904921
21.772714 -5.937649
21.744179 -5.970191
21.715532 -6.002548
21.686774 -6.034719
21.657908 -6.066704
21.628934 -6.098503
21.599853 -6.130115
21.570669 -6.161540
21.541381 -6.192777
21.511992 -6.223828
21.482504 -6.254690
21.452916 -6.285365
21.423232 -6.315852
21.393452 -6.346150
21.363579 -6.376261
21.333613 -6.406183
21.303556 -6.435916
21.273409 -6.465461
21.243175 -6.494817
21.212854 -6.523984
21.182448 -6.552963
21.151958 -6.581752
21.121386 -6.610352
21.090734 -6.638764
21.060002 -6.666986
21.029193 -6.695020
20.998307 -6.722864
20.967346 -6.750519
20.936312 -6.777986
20.905206 -6.805263
20.874029 -6.832352
20.842783 -6.859252
20.811469 -6.885963
20.780089 -6.912486
20.748644 -6.938820
20.717135 -6.964966
20.685564 -6.990923
20.653932 -7.016693
20.622240 -7.042274
20.590490 -7.067668
20.558684 -7.092874
20.526822 -7.117893
20.494906 -7.142724
20.462937 -7.167368
20.430917 -7.191826
20.398846 -7.216097
20.366727 -7.240182
20.334561 -7.264080
20.302348 -7.287793
20.270090 -7.311320
20.237789 -7.334662
20.205445 -7.357819
20.173060 -7.380791
20.140636 -7.403579
20.108172 -7.426182
20.075672 -7.448602
20.043135 -7.470838
20.010564 -7.492891
19.977959 -7.514762
19.945322 -7.536450
19.912653 -7.557956
19.879955 -7.579280
19.847228 -7.600423
19.814473 -7.621385
19.781692 -7.642167
19.748885 -7.662769
19.716054 -7.683190
19.683201 -7.703433
19.650325 -7.723497
19.617429 -7.743382
19.584514 -7.763090
19.551580 -7.782619
19.518628 -7.801972
19.485661 -7.821148
19.452678 -7.840149
19.419682 -7.858973
19.386672 -7.877622
19.353651 -7.896097
19.320618 -7.914397
19.287576 -7.932524
19.254526 -7.950478
19.221467 -7.968259
19.188402 -7.985868
19.155331 -8.003305
19.122256 -8.020571
19.089177 -8.037667
19.056095 -8.054592
19.023012 -8.071348
18.989928 -8.087936
18.956844 -8.104355
18.923762 -8.120606
18.890682 -8.136690
18.857605 -8.152607
18.824532 -8.168358
18.791464 -8.183944
18.758402 -8.199364
18.725346 -8.214621
18.692299 -8.229714
18.659260 -8.244643
18.626230 -8.259410
18.593211 -8.274015
18.560204 -8.288459
18.527208 -8.302742
18.494225 -8.316865
18.461256 -8.330829
18.428302 -8.344634
18.395363 -8.358280
18.362440 -8.371769
18.329535 -8.385101
18.296647 -8.398277
18.263778 -8.411296
18.230928 -8.424161
18.198099 -8.436872
18.165290 -8.449428
18.132503 -8.461832
18.099739 -8.474083
18.066998 -8.486182
18.034281 -8.498130
18.001588 -8.509928
17.968921 -8.521576
17.936280 -8.533075
17.903666 -8.544425
17.871080 -8.555627
17.838521 -8.566682
17.805991 -8.577590
17.773491 -8.588353
17.741021 -8.598971
17.708582 -8.609444
17.676175 -8.619773
17.643799 -8.629959
17.611456 -8.640003
17.579147 -8.649904
17.546872 -8.659665
17.514631 -8.669285
17.482425 -8.678766
17.450255 -8.688107
17.418122 -8.697310
17.386025 -8.706376
17.353966 -8.715304
17.321946 -8.724096
17.289963 -8.732752
17.258020 -8.741274
17.226117 -8.749661
17.194254 -8.757914
17.162431 -8.766035
17.130650 -8.774023
17.098911 -8.781880
17.067214 -8.789606
17.035560 -8.797202
17.003949 -8.804668
16.972382 -8.812006
16.940859 -8.819215
16.909381 -8.826297
16.877949 -8.833253
16.846561 -8.840082
16.815220 -8.846786
16.783926 -8.853365
16.752678 -8.859820
16.721478 -8.866152
16.690326 -8.872362
16.659222 -8.878449
16.628166 -8.884415
16.597160 -8.890261
16.566203 -8.895987
16.535296 -8.901593
16.504440 -8.907081
16.473633 -8.912451
16.442878 -8.917704
16.412175 -8.922841
16.381522 -8.927861
16.350922 -8.932767
16.320375 -8.937558
16.289880 -8.942235
16.259438 -8.946799
16.229050 -8.951251
16.198716 -8.955590
16.168435 -8.959819
16.138209 -8.963937
16.108038 -8.967946
16.077921 -8.971845
16.047860 -8.975636
16.017855 -8.979319
15.987905 -8.982894
15.958012 -8.986364
15.928175 -8.989727
15.898394 -8.992985
15.868671 -8.996139
15.839005 -8.999189
15.809396 -9.002136
