-30.000000 0.000000 0.000000 0.000000
-29.000000 0.000000 0.000000 0.000000
-28.000000 0.000000 0.000000 0.000000
-27.000000 0.000000 0.000000 0.000000
-26.000000 0.000000 0.000000 0.000000
-25.000000 0.000000 0.000000 0.000000
-24.000000 0.000000 0.000000 0.000000
-23.000000 0.000000 0.000000 0.000000
-22.000000 0.000000 0.000000 0.000000
-21.000000 0.000000 0.000000 0.000000
-20.000000 0.000000 0.000000 0.000000
-19.000000 0.000000 0.000000 0.000000
-18.000000 0.000000 0.000000 0.000000
-17.000000 0.000000 0.000000 0.000000
-16.000000 0.000000 0.000000 0.000000
-15.000000 0.000000 0.000000 0.000000
-14.000000 0.000000 0.000000 0.000000
-13.000000 0.000000 0.000000 0.009836
-12.000000 0.000000 0.000000 0.039344
-11.000000 0.000000 0.000000 0.098361
-10.000000 0.000000 0.000000 0.196721
-9.000000 0.100000 0.000000 0.344262
-8.000000 0.200000 0.000000 0.531148
-7.000000 0.300000 0.000000 0.747541
-6.000000 0.400000 0.000000 0.983607
-5.000000 0.500000 0.000000 1.229508
-4.000000 0.600000 0.200000 1.475410
-3.000000 0.700000 0.400000 1.701639
-2.000000 0.800000 0.600000 1.888525
-1.000000 0.900000 0.800000 2.016393
0.000000 1.000000 1.000000 2.065574
1.000000 0.900000 0.800000 2.016393
2.000000 0.800000 0.600000 1.888525
3.000000 0.700000 0.400000 1.701639
4.000000 0.600000 0.200000 1.475410
5.000000 0.500000 0.000000 1.229508
6.000000 0.400000 0.000000 0.983607
7.000000 0.300000 0.000000 0.747541
8.000000 0.200000 0.000000 0.531148
9.000000 0.100000 0.000000 0.344262
10.000000 0.000000 0.000000 0.196721
11.000000 0.000000 0.000000 0.098361
12.000000 0.000000 0.000000 0.039344
13.000000 0.000000 0.000000 0.009836
14.000000 0.000000 0.000000 0.000000
15.000000 0.000000 0.000000 0.000000
16.000000 0.000000 0.000000 0.000000
17.000000 0.000000 0.000000 0.000000
18.000000 0.000000 0.000000 0.000000
19.000000 0.000000 0.000000 0.000000
20.000000 0.000000 0.000000 0.000000
21.000000 0.000000 0.000000 0.000000
22.000000 0.000000 0.000000 0.000000
23.000000 0.000000 0.000000 0.000000
24.000000 0.000000 0.000000 0.000000
25.000000 0.000000 0.000000 0.000000
26.000000 0.000000 0.000000 0.000000
27.000000 0.000000 0.000000 0.000000
28.000000 0.000000 0.000000 0.000000
29.000000 0.000000 0.000000 0.000000
30.000000 0.000000 0.000000 0.000000
